Date,HomeTeam,AwayTeam,Result,Home Win,Draw,Away Win,Net,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA
2/1/2013,Liverpool,Sunderland,H,,,,,1.4,4.5,8.5,1.4,4.33,8.25,1.4,4.33,8.25,1.45,4,7,1.4,4.5,8,1.38,5.05,10.25,1.4,4,9.5,1.4,4.5,8,1.4,5,9,1.4,4.5,8
2/1/2013,Newcastle,Everton,A,,,,,3,3.4,2.38,2.95,3.25,2.4,2.95,3.25,2.4,2.75,3.3,2.4,2.8,3.4,2.4,3.31,3.5,2.31,3,3.2,2.4,2.88,3.5,2.4,3.1,3.4,2.38,3,3.3,2.38
12/1/2013,Aston Villa,Southampton,A,,,,,2.55,3.5,2.9,2.45,3.25,2.85,2.45,3.25,2.85,2.3,3.3,2.9,2.4,3.3,2.88,2.49,3.46,3.03,2.62,3.1,2.8,2.4,3.4,2.88,2.55,3.3,3,2.5,3.25,2.8
12/1/2013,Everton,Swansea,D,,,,,1.57,4.2,6.5,1.53,4.1,6,1.53,4.1,6,1.6,3.7,5.4,1.62,3.75,5.5,1.57,4.38,6.5,1.62,3.6,6,1.57,3.5,6,1.62,4.33,6.5,1.57,3.75,6
12/1/2013,Fulham,Wigan,D,,,,,2.05,3.5,4,1.91,3.4,4,1.91,3.4,4,1.9,3.45,3.8,1.95,3.5,3.75,2.05,3.56,3.97,2.05,3.2,3.8,1.91,3.6,4,2.05,3.3,4.1,1.91,3.5,3.9
12/1/2013,Norwich,Newcastle,D,,,,,2.2,3.6,3.4,2.15,3.4,3.25,2.15,3.4,3.25,2.1,3.3,3.3,2.05,3.4,3.4,2.22,3.59,3.43,2.25,3.25,3.25,2.1,3.5,3.25,2.25,3.5,3.5,2.05,3.4,3.5
12/1/2013,QPR,Tottenham,D,,,,,4.5,3.8,1.85,4.2,3.7,1.8,4.2,3.7,1.8,3.8,3.45,1.9,4.33,3.5,1.83,4.4,3.91,1.86,4.5,3.2,1.91,4.33,3.75,1.8,4.4,3.8,1.85,4.33,3.6,1.8
12/1/2013,Reading,West Brom,H,,,,,3,3.4,2.5,2.9,3.2,2.45,2.9,3.2,2.45,2.6,3.2,2.6,2.88,3.3,2.4,2.99,3.46,2.52,3,3,2.5,2.88,3.4,2.4,3,3.4,2.55,2.9,3.25,2.4
12/1/2013,Stoke,Chelsea,A,,,,,4.33,3.5,1.95,4,3.4,1.91,4,3.4,1.91,3.8,3.45,1.9,4.2,3.2,1.95,4.29,3.45,2.01,4.33,3,2,4.33,3.5,1.9,4.33,3.3,2,3.9,3.5,1.91
12/1/2013,Sunderland,West Ham,H,,,,,2.38,3.3,3.3,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.3,3.1,2.25,3.25,3.2,2.41,3.36,3.25,2.4,3.1,3.1,2.25,3.3,3.3,2.38,3.3,3.25,2.25,3.25,3.2
13/01/13,Arsenal,Man City,A,,,,,2.63,3.5,2.8,2.55,3.4,2.65,2.55,3.4,2.65,2.65,3.3,2.5,2.7,3.4,2.5,2.63,3.48,2.83,2.7,3,2.8,2.6,3.5,2.63,2.6,3.5,2.8,2.6,3.25,2.7
13/01/13,Man United,Liverpool,H,,,,,1.91,3.8,4.2,1.8,3.8,4.1,1.8,3.8,4.1,1.75,3.6,4.3,1.83,3.75,4,1.95,3.71,4.2,1.95,3.3,4,1.73,3.8,4.5,1.95,3.6,4.3,1.83,3.6,4.2
16/01/13,Chelsea,Southampton,D,,,,,1.25,6.5,15,1.23,6.25,11,1.23,6.25,11,1.25,5.5,10.3,1.25,6,10,1.25,6.76,14.45,1.25,5.5,12,1.25,5.8,12,1.25,6.25,15,1.22,6,13
19/01/13,Liverpool,Norwich,H,,,,,1.33,5.5,10.5,1.3,5.25,9.75,1.3,5.25,9.75,1.33,4.8,8.3,1.33,5,8.5,1.33,5.75,10.52,1.36,4.5,9,1.33,5,9.5,1.33,5.75,10,1.33,5,9
19/01/13,Man City,Fulham,H,,,,,1.25,6.5,14,1.23,6,11.5,1.23,6,11.5,1.22,5.5,12,1.25,6,10,1.25,6.66,13.84,1.29,5,11,1.22,6.25,13,1.25,6.5,13,1.22,6,13
19/01/13,Newcastle,Reading,A,,,,,1.75,4,5,1.72,3.75,4.6,1.72,3.75,4.6,1.8,3.5,4.2,1.8,3.75,4.2,1.75,3.96,5.08,1.73,3.5,5,1.73,3.75,4.5,1.8,3.9,4.6,1.8,3.4,4.75
19/01/13,Swansea,Stoke,H,,,,,2.2,3.4,3.6,2.1,3.4,3.4,2.1,3.4,3.4,2,3.3,3.6,2.15,3.2,3.5,2.17,3.42,3.74,2.25,3.2,3.3,2.05,3.3,3.8,2.25,3.3,3.6,2.1,3.25,3.5
19/01/13,West Brom,Aston Villa,D,,,,,1.75,4,5,1.72,3.8,4.5,1.72,3.8,4.5,1.8,3.5,4.2,1.72,3.75,4.5,1.79,3.78,5.05,1.75,3.4,5,1.73,3.8,4.8,1.75,3.8,5.4,1.67,3.75,5
19/01/13,West Ham,QPR,D,,,,,2.1,3.5,3.75,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2.1,3.3,3.5,2.05,3.62,3.9,2.1,3.1,3.8,2.1,3.3,3.6,2.1,3.6,3.75,2,3.25,3.8
19/01/13,Wigan,Sunderland,A,,,,,2.15,3.4,3.8,2.1,3.25,3.6,2.1,3.25,3.6,2.15,3.3,3.2,2.15,3.3,3.4,2.13,3.52,3.74,2.15,3.1,3.6,2.1,3.4,3.5,2.2,3.4,3.6,2.15,3.4,3.25
20/01/13,Chelsea,Arsenal,H,,,,,1.91,3.6,4,1.91,3.4,4,1.91,3.4,4,1.9,3.45,3.8,1.83,3.75,4,2,3.65,4.06,1.95,3.3,4,1.83,3.8,4,2,3.75,3.8,1.75,3.75,4.33
20/01/13,Tottenham,Man United,D,,,,,2.9,3.6,2.5,2.85,3.6,2.3,2.85,3.6,2.3,2.9,3.3,2.3,3,3.5,2.25,2.86,3.65,2.52,3,3,2.5,3,3.5,2.3,2.88,3.6,2.5,3,3.4,2.3
21/01/13,Southampton,Everton,D,,,,,3.6,3.5,2.05,3.9,3.5,1.91,3.9,3.5,1.91,3.6,3.3,2,3.5,3.3,2.1,3.93,3.6,2.05,4,3.2,2,3.5,3.6,2.05,3.8,3.6,2.05,3.6,3.5,2
23/01/13,Arsenal,West Ham,H,,,,,1.44,4.75,8,1.44,4.1,7.75,1.44,4.1,7.75,1.4,4.4,7.3,1.44,4.5,7,1.48,4.63,7.81,1.44,4.2,7.5,1.4,4.8,8,1.45,4.75,7,1.44,4.33,7.5
29/01/13,Aston Villa,Newcastle,A,,,,,2.9,3.4,2.6,2.85,3.2,2.5,2.85,3.2,2.5,2.4,3.3,2.75,2.8,3.1,2.62,2.86,3.43,2.64,2.75,3,2.7,2.63,3.4,2.75,2.88,3.4,2.62,2.7,3.3,2.6
29/01/13,QPR,Man City,D,,,,,7.5,4.5,1.5,7,4.4,1.44,7,4.4,1.44,5.6,3.9,1.55,6.5,4.33,1.44,7.48,4.78,1.48,7,4,1.5,7,4.33,1.5,7,4.6,1.5,7,4.33,1.44
29/01/13,Stoke,Wigan,D,,,,,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2,3.3,3.6,2.1,3.2,3.6,2.18,3.32,3.84,2.2,3.1,3.6,2,3.4,4,2.2,3.3,3.75,2.1,3.4,3.5
29/01/13,Sunderland,Swansea,D,,,,,2.5,3.4,3,2.55,3.25,2.75,2.55,3.25,2.75,2.2,3.3,3.1,2.5,3.1,2.9,2.52,3.31,3.11,2.5,3,3,2.4,3.3,3,2.6,3.3,2.9,2.4,3.3,2.88
30/01/13,Arsenal,Liverpool,D,,,,,2.4,3.5,3.1,2.4,3.2,3,2.4,3.2,3,2.2,3.3,3.1,2.2,3.5,3.1,2.37,3.56,3.14,2.4,3.1,3.1,2.3,3.4,3.25,2.45,3.5,3,2.3,3.4,3
30/01/13,Everton,West Brom,H,,,,,1.6,4.1,6.5,1.53,4.1,6,1.53,4.1,6,1.6,3.7,5.4,1.61,3.75,5.5,1.56,4.3,6.73,1.6,4.2,5,1.62,4,5.5,1.62,4.3,5.75,1.57,3.8,6
30/01/13,Fulham,West Ham,H,,,,,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2,3.3,3.6,2.2,3.25,3.3,2.2,3.54,3.51,2.2,3.2,3.4,2.1,3.6,3.4,2.25,3.5,3.4,2.15,3.4,3.3
30/01/13,Man United,Southampton,H,,,,,1.25,6.5,14,1.2,7,11.5,1.2,7,11.5,1.15,7,15,1.2,6.5,12,1.25,7.02,13.41,1.25,6,11,1.2,7,15,1.22,7,13,1.22,6.5,11
30/01/13,Norwich,Tottenham,D,,,,,4.75,3.75,1.83,4.6,3.6,1.75,4.6,3.6,1.75,4,3.45,1.85,4.5,3.5,1.8,4.65,3.79,1.85,4.5,3.3,1.85,4.5,3.8,1.8,4.5,3.75,1.83,4.5,3.5,1.8
30/01/13,Reading,Chelsea,D,,,,,7.5,4.5,1.5,7.25,4.2,1.45,7.25,4.2,1.45,6.1,4,1.5,6.5,4,1.5,7.52,4.72,1.48,7,4,1.5,7.5,4.5,1.44,6.5,4.6,1.5,6,4.33,1.5
2/2/2013,Arsenal,Stoke,H,,,,,1.44,4.5,9,1.42,4.2,8.25,1.42,4.2,8.25,1.45,4,7,1.4,4.33,8,1.43,4.68,9.15,1.44,3.8,9,1.44,4.5,7.5,1.45,4.6,8,1.44,4,8
2/2/2013,Everton,Aston Villa,D,,,,,1.4,5,9,1.35,4.6,9.25,1.35,4.6,9.25,1.42,4.4,7.2,1.4,4.33,7.5,1.37,5.13,10.25,1.4,4.2,9,1.4,4.5,8,1.4,5,9,1.36,4.5,9
2/2/2013,Fulham,Man United,A,,,,,5.5,4.2,1.65,5.5,4.1,1.57,5.5,4.1,1.57,5.6,3.75,1.57,6,3.75,1.57,5.73,4.24,1.64,5.5,3.6,1.67,6.15,4,1.47,5.4,4.2,1.65,6,3.75,1.62
2/2/2013,Newcastle,Chelsea,H,,,,,4,3.6,2,3.75,3.7,1.9,3.75,3.7,1.9,4,3.45,1.85,3.75,3.5,1.95,4,3.6,2.03,4,3.2,2,4.33,3.75,1.83,4,3.5,2.05,3.75,3.5,1.95
2/2/2013,QPR,Norwich,D,,,,,1.95,3.6,4.33,1.91,3.6,3.8,1.91,3.6,3.8,1.95,3.35,3.7,2,3.3,3.75,1.95,3.59,4.35,2,3.2,4,1.91,3.6,4,1.95,3.6,4.2,2,3.4,3.75
2/2/2013,Reading,Sunderland,H,,,,,2.5,3.4,3,2.4,3.25,2.95,2.4,3.25,2.95,2.3,3.3,2.9,2.4,3.3,2.87,2.52,3.39,3.04,2.38,3,2.9,2.4,3.4,3,2.55,3.4,3,2.4,3.4,2.8
2/2/2013,West Ham,Swansea,H,,,,,2.4,3.4,3.2,2.4,3.2,3,2.4,3.2,3,2.3,3.1,3.1,2.37,3.4,2.87,2.34,3.42,3.33,2.45,3.1,3,2.38,3.3,3.13,2.45,3.4,3.1,2.38,3.4,2.88
2/2/2013,Wigan,Southampton,D,,,,,2.2,3.5,3.5,2.15,3.4,3.3,2.15,3.4,3.3,2,3.3,3.6,2.1,3.3,3.5,2.24,3.53,3.44,2.25,3.1,3.4,2.05,3.5,3.6,2.25,3.4,3.5,2.1,3.4,3.4
3/2/2013,Man City,Liverpool,D,,,,,1.83,3.9,4.5,1.85,3.8,3.8,1.85,3.8,3.8,1.8,3.5,4.2,1.83,3.75,4,1.82,3.89,4.69,1.85,3.5,4.2,1.8,3.8,4.5,1.87,3.9,4.3,1.83,3.6,4.33
3/2/2013,West Brom,Tottenham,A,,,,,3.6,3.4,2.2,3.5,3.3,2.1,3.5,3.3,2.1,3.6,3.3,2,3.4,3.4,2.1,3.56,3.48,2.21,3.3,3.3,2.2,3.5,3.5,2.1,3.6,2.5,2.15,3.5,3.4,2.1
9/2/2013,Chelsea,Wigan,H,,,,,1.36,5.5,9.5,1.34,5,8.5,1.34,5,8.5,1.3,5,9,1.28,5.5,9,1.36,5.47,9.9,1.36,4.5,9,1.33,5.25,10,1.36,5.5,9,1.33,5,8.5
9/2/2013,Norwich,Fulham,D,,,,,2.3,3.4,3.4,2.3,3.25,3.1,2.3,3.25,3.1,2.3,3.3,2.9,2.3,3.3,3,2.26,3.47,3.46,2.3,3.2,3.2,2.3,3.4,3.2,2.3,3.4,3.25,2.3,3.4,3
9/2/2013,Southampton,Man City,H,,,,,5.75,4,1.67,5.5,4,1.57,5.5,4,1.57,5.6,3.9,1.55,5.5,4,1.57,5.65,4.14,1.66,5.5,3.6,1.67,5.5,4,1.62,5.4,4.1,1.67,5.5,4,1.57
9/2/2013,Stoke,Reading,H,,,,,1.91,3.5,4.6,1.83,3.4,4.4,1.83,3.4,4.4,1.9,3.45,3.8,1.9,3.3,4.2,1.92,3.58,4.55,1.95,3.1,4.5,1.91,3.5,4.33,1.95,3.6,4.3,1.8,3.5,4.5
9/2/2013,Sunderland,Arsenal,A,,,,,4.5,3.6,1.91,4,3.6,1.85,4,3.6,1.85,4.2,3.5,1.8,4.33,3.5,1.83,4.59,3.72,1.88,4.2,3.3,1.91,4.33,3.6,1.9,4.3,3.7,1.91,4.2,3.6,1.83
9/2/2013,Swansea,QPR,H,,,,,1.83,3.75,4.75,1.83,3.4,4.4,1.83,3.4,4.4,1.8,3.5,4.2,1.83,3.5,4.33,1.83,3.66,4.96,1.91,3.3,4.2,1.83,3.6,4.5,1.9,3.6,4.5,1.83,3.5,4.33
9/2/2013,Tottenham,Newcastle,H,,,,,1.67,4,5.75,1.65,3.8,5,1.65,3.8,5,1.7,3.6,4.7,1.66,3.75,5,1.66,4.09,5.78,1.7,3.4,5.5,1.67,4,5.25,1.7,4,5.2,1.67,3.75,5
10/2/2013,Aston Villa,West Ham,H,,,,,2.63,3.4,2.88,2.55,3.25,2.75,2.55,3.25,2.75,2.45,3.3,2.7,2.4,3.4,2.8,2.67,3.43,2.82,2.7,3,2.8,2.5,3.3,2.88,2.7,3.4,2.75,2.5,3.25,2.8
10/2/2013,Man United,Everton,H,,,,,1.75,3.9,5,1.7,3.8,4.75,1.7,3.8,4.75,1.65,3.6,5.1,1.61,4,5,1.78,3.96,4.84,1.8,3.25,5,1.67,4,5,1.8,4,4.5,1.62,4,5
11/2/2013,Liverpool,West Brom,A,,,,,1.4,5,9,1.34,5,8.5,1.34,5,8.5,1.37,4.6,7.5,1.4,4.5,7.5,1.37,5.26,9.9,1.4,4.5,8,1.4,4.5,8,1.4,5,8.5,1.36,4.5,9
17/02/13,Liverpool,Swansea,H,,,,,1.57,4.4,6,1.57,4.1,5.5,1.57,4.1,5.5,1.55,3.9,5.6,1.53,4,6,1.56,4.47,6.5,1.57,4,5.5,1.57,4,6,1.6,4.2,6,1.57,4,5.5
23/02/13,Arsenal,Aston Villa,H,,,,,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.35,4.8,7.6,1.33,5,9,1.31,5.73,11.84,1.33,4.5,11,1.36,5,9.5,1.33,5.5,10.5,1.33,5,9
23/02/13,Fulham,Stoke,H,,,,,2.2,3.3,3.75,2.05,3.3,3.6,2.05,3.3,3.6,2.05,3.3,3.5,2.2,3.2,3.4,2.18,3.38,3.75,2.25,3,3.5,2.1,3.3,3.6,2.25,3.3,3.6,2.1,3.25,3.5
23/02/13,Norwich,Everton,H,,,,,3.8,3.5,2.1,3.6,3.3,2.05,3.6,3.3,2.05,3.6,3.3,2,3.5,3.3,2.1,3.78,3.47,2.14,3.6,3.1,2.15,3.75,3.5,2.05,3.6,3.5,2.15,3.6,3.25,2.1
23/02/13,QPR,Man United,A,,,,,7,4.33,1.53,6.5,3.9,1.53,6.5,3.9,1.53,7,4,1.45,6,4.33,1.5,6.66,4.28,1.57,7,3.5,1.57,7,4.33,1.5,6.25,4.33,1.57,7,4,1.5
23/02/13,Reading,Wigan,A,,,,,2.63,3.4,2.88,2.55,3.2,2.8,2.55,3.2,2.8,2.2,3.3,3.1,2.37,3.4,2.9,2.65,3.47,2.81,2.62,3.1,2.8,2.4,3.4,3,2.62,3.3,2.9,2.38,3.4,2.88
23/02/13,West Brom,Sunderland,H,,,,,2.05,3.5,4,1.95,3.3,4,1.95,3.3,4,2,3.3,3.6,2.05,3.4,3.5,2.01,3.55,4.15,2.05,3.2,3.75,2.05,3.4,3.8,2.1,3.5,3.9,2,3.4,3.75
24/02/13,Man City,Chelsea,H,,,,,1.95,3.6,4.33,1.91,3.5,3.9,1.91,3.5,3.9,1.95,3.35,3.7,2,3.5,3.6,1.93,3.75,4.27,1.95,3.1,4.33,1.91,3.6,4.33,2,3.5,4.33,2,3.5,3.75
24/02/13,Newcastle,Southampton,H,,,,,2.2,3.5,3.2,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2,3.4,3.75,2.18,3.59,3.54,2.2,3.1,3.5,2.1,3.5,3.5,2.2,3.5,3.4,2,3.4,3.75
25/02/13,West Ham,Tottenham,A,,,,,3.6,3.5,2.15,3.4,3.25,2.15,3.4,3.25,2.15,3.3,3.3,2.1,3.2,3.4,2,3.65,3.45,2.19,3.5,3.1,2.2,3.5,3.5,2.1,3.5,3.5,2.2,3.25,3.5,2.1
2/3/2013,Chelsea,West Brom,H,,,,,1.4,5,9,1.4,4.33,8.25,1.4,4.33,8.25,1.37,4.6,7.5,1.4,4.5,8,1.43,4.95,8.58,1.44,4,8,1.4,4.8,8,1.44,5,7.5,1.4,4.5,8
2/3/2013,Everton,Reading,H,,,,,1.38,5,10,1.36,5,7.75,1.36,5,7.75,1.42,4.4,7.2,1.4,4.5,8,1.39,5.16,9.48,1.4,4.5,8,1.4,4.8,8.5,1.4,5,8.5,1.4,4.5,8
2/3/2013,Man United,Norwich,H,,,,,1.33,5.5,11,1.3,5.25,9.25,1.3,5.25,9.25,1.3,5,9,1.3,5.5,9,1.38,5.25,9.44,1.36,4.33,10,1.29,5.5,12,1.36,5.5,8,1.29,5.5,10
2/3/2013,Southampton,QPR,A,,,,,1.85,3.8,4.5,1.8,3.5,4.5,1.8,3.5,4.5,1.9,3.45,3.8,1.9,3.4,4,1.86,3.79,4.56,1.85,3.3,4.5,1.9,3.6,4.33,1.9,3.7,4.3,1.83,3.4,4.5
2/3/2013,Stoke,West Ham,A,,,,,2.15,3.25,4,2.05,3.3,3.6,2.05,3.3,3.6,2,3.3,3.6,2.1,3.3,3.5,2.14,3.31,3.98,2.1,3.3,3.5,2.1,3.3,3.6,2.15,3.25,3.8,2.1,3.25,3.5
2/3/2013,Sunderland,Fulham,D,,,,,2.4,3.3,3.3,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.2,3.2,2.2,3.3,3.25,2.35,3.31,3.42,2.4,3.1,3.1,2.25,3.3,3.4,2.4,3.2,3.4,2.25,3.25,3.2
2/3/2013,Swansea,Newcastle,H,,,,,2.1,3.6,3.75,2,3.5,3.6,2,3.5,3.6,2.1,3.3,3.3,2.15,3.4,3.25,2.09,3.58,3.82,2.1,3.5,3.3,2.1,3.5,3.4,2.15,3.6,3.5,2.15,3.25,3.4
2/3/2013,Wigan,Liverpool,A,,,,,4.5,3.75,1.85,4.2,3.8,1.78,4.2,3.8,1.78,4.2,3.5,1.8,4.5,3.5,1.8,4.48,3.78,1.88,4.5,3.4,1.83,4.5,3.8,1.8,4.33,3.8,1.87,4.5,3.75,1.73
3/3/2013,Tottenham,Arsenal,H,,,,,2.3,3.6,3.25,2.3,3.4,3,2.3,3.4,3,2.3,3.3,2.9,2.25,3.4,3,2.33,3.6,3.19,2.3,3.4,3,2.3,3.25,3.2,2.38,3.6,3.1,2.2,3.4,3.1
4/3/2013,Aston Villa,Man City,A,,,,,7.5,4.5,1.44,7.5,4.25,1.44,7.5,4.25,1.44,5.6,3.9,1.55,5.5,4.33,1.53,7.62,4.52,1.5,6,4.33,1.5,7,4.33,1.5,7,4.6,1.5,7,4,1.5
9/3/2013,Norwich,Southampton,D,,,,,2.5,3.4,3,2.4,3.2,3,2.4,3.2,3,2.2,3.3,3.1,2.25,3.4,3.1,2.55,3.43,2.96,2.5,3.1,2.9,2.4,3.4,3,2.55,3.4,2.9,2.38,3.25,3
9/3/2013,QPR,Sunderland,H,,,,,2.25,3.4,3.5,2.25,3.25,3.2,2.25,3.25,3.2,2.25,3.3,3,2.25,3.25,3.2,2.26,3.32,3.61,2.3,3.1,3.3,2.25,3.3,3.4,2.2,3.4,3.6,2.3,3.25,3.1
9/3/2013,Reading,Aston Villa,A,,,,,2.45,3.4,3.1,2.35,3.25,3,2.35,3.25,3,2.2,3.3,3.1,2.3,3.3,3.1,2.42,3.4,3.19,2.5,3.1,2.9,2.3,3.5,3.13,2.5,3.4,3,2.3,3.4,3
9/3/2013,West Brom,Swansea,H,,,,,2.45,3.3,3.2,2.35,3.2,3.1,2.35,3.2,3.1,2.2,3.3,3.1,2.2,3.4,3.2,2.42,3.38,3.21,2.4,3.1,3.1,2.3,3.4,3.2,2.45,3.4,3,2.3,3.4,3
10/3/2013,Liverpool,Tottenham,H,,,,,1.95,3.8,4,1.85,3.8,3.8,1.85,3.8,3.8,2,3.3,3.6,1.9,3.6,3.75,1.93,3.86,4.13,1.95,3.3,4,1.91,3.8,3.8,1.95,3.9,3.9,1.91,3.6,3.9
10/3/2013,Newcastle,Stoke,H,,,,,1.83,3.7,4.8,1.8,3.4,4.6,1.8,3.4,4.6,1.9,3.45,3.8,1.85,3.5,4.2,1.81,3.72,4.99,1.83,3.1,5,1.83,3.5,4.5,1.85,3.6,4.75,1.85,3.4,4.33
16/03/13,Aston Villa,QPR,H,,,,,2.3,3.4,3.4,2.1,3.4,3.4,2.1,3.4,3.4,2.1,3.3,3.3,2.25,3.4,3.1,2.24,3.43,3.53,2.3,3.1,3.2,2.25,3.4,3.3,2.3,3.4,3.4,2.2,3.25,3.25
16/03/13,Everton,Man City,H,,,,,3.9,3.6,2.05,3.8,3.3,2,3.8,3.3,2,3.3,3.3,2.1,3.5,3.4,2.05,3.8,3.64,2.07,3.75,3.1,2.1,3.5,3.5,2.1,3.8,3.5,2.1,3.5,3.4,2.05
16/03/13,Man United,Reading,H,,,,,1.17,9,19,1.15,8,14,1.15,8,14,1.15,7,15,1.16,7.5,15,1.16,9.07,19.51,1.18,7.5,12,1.17,8,17,1.18,7.5,21,1.14,7.5,19
16/03/13,Southampton,Liverpool,H,,,,,4.2,3.8,1.91,4.1,3.5,1.87,4.1,3.5,1.87,4.5,3.5,1.75,4,3.6,1.85,4.1,3.8,1.94,4,3.3,1.95,4,3.75,1.91,4.3,3.6,1.95,4.33,3.6,1.8
16/03/13,Stoke,West Brom,D,,,,,2.5,3.3,3.1,2.45,3.1,3,2.45,3.1,3,2.3,3.3,2.9,2.37,3.25,3,2.51,3.25,3.18,2.5,3.1,2.9,2.4,3.3,3,2.5,3.25,3.12,2.38,3.25,3
16/03/13,Swansea,Arsenal,A,,,,,3.4,3.5,2.25,3.4,3.2,2.2,3.4,3.2,2.2,3.3,3.3,2.1,3.1,3.5,2.2,3.32,3.52,2.3,3.4,3.1,2.25,3.25,3.5,2.2,3.5,3.4,2.3,3.1,3.25,2.3
17/03/13,Chelsea,West Ham,H,,,,,1.4,5,9,1.34,5,8.25,1.34,5,8.25,1.35,4.8,7.6,1.4,4.5,8,1.4,5.15,8.8,1.4,4,10,1.36,5,9,1.4,4.8,10,1.36,4.5,9
17/03/13,Sunderland,Norwich,D,,,,,2.05,3.5,4,2,3.5,3.6,2,3.5,3.6,2,3.3,3.6,2.05,3.4,3.6,2.08,3.48,3.96,2.1,3.1,3.75,2.05,3.4,3.8,2.1,3.5,3.8,2.05,3.4,3.5
17/03/13,Tottenham,Fulham,A,,,,,1.5,4.5,7.5,1.48,4.25,6.5,1.48,4.25,6.5,1.55,3.9,5.6,1.53,4.2,6,1.5,4.58,7.32,1.53,3.6,7.5,1.5,4.33,6.5,1.53,4.2,7.5,1.53,4,6
17/03/13,Wigan,Newcastle,H,,,,,2.3,3.4,3.4,2.25,3.25,3.2,2.25,3.25,3.2,2.1,3.3,3.3,2.25,3.4,3.1,2.26,3.54,3.39,2.38,3.1,3.1,2.38,3.3,3.13,2.3,3.4,3.4,2.38,3.2,3
30/03/13,Arsenal,Reading,H,,,,,1.25,6.5,15,1.22,6.5,11,1.22,6.5,11,1.25,5.5,10.3,1.25,6,10,1.25,6.55,14.7,1.25,5.5,12,1.25,6,12,1.25,6.5,15,1.25,6,10
30/03/13,Everton,Stoke,H,,,,,1.57,3.9,7.5,1.5,4.1,6.5,1.5,4.1,6.5,1.5,4,6.1,1.53,4,6,1.57,3.98,7.55,1.57,3.5,7,1.53,4,7,1.57,4,7,1.44,4,8
30/03/13,Man City,Newcastle,H,,,,,1.33,5.5,11,1.26,5.5,11,1.26,5.5,11,1.3,5,9,1.28,5.5,10,1.31,5.65,12.35,1.33,4.8,10,1.3,5.5,11,1.33,5.2,12,1.3,5,10
30/03/13,Southampton,Chelsea,H,,,,,3.5,3.5,2.2,3.4,3.5,2.05,3.4,3.5,2.05,3.6,3.3,2,3.75,3.6,1.9,3.41,3.59,2.23,3.5,3.1,2.2,3.4,3.6,2.1,3.6,3.4,2.2,3.6,3.5,2
30/03/13,Sunderland,Man United,A,,,,,6,4,1.65,5.5,3.8,1.62,5.5,3.8,1.62,5.1,3.6,1.65,5.5,3.8,1.6,6,3.98,1.66,6,3.3,1.67,6,3.8,1.62,6,4,1.65,5.5,3.75,1.62
30/03/13,Swansea,Tottenham,A,,,,,3.4,3.4,2.3,3.2,3.25,2.25,3.2,3.25,2.25,3.1,3.3,2.2,3.2,3.4,2.2,3.38,3.43,2.31,3.1,3.1,2.38,3.2,3.25,2.38,3.3,3.4,2.3,3.1,3.4,2.25
30/03/13,West Ham,West Brom,H,,,,,2.3,3.4,3.4,2.3,3.2,3.1,2.3,3.2,3.1,2.2,3.2,3.2,2.3,3.3,3.1,2.26,3.4,3.53,2.3,3.2,3.2,2.25,3.4,3.3,2.3,3.4,3.4,2.3,3.3,3.1
30/03/13,Wigan,Norwich,H,,,,,1.95,3.6,4.33,1.87,3.5,4.1,1.87,3.5,4.1,1.95,3.35,3.7,1.9,3.4,4,1.92,3.68,4.41,1.95,3.2,4.2,1.95,3.6,4,1.95,3.6,4.3,1.91,3.4,4
31/03/13,Aston Villa,Liverpool,A,,,,,5,4,1.75,4.75,3.8,1.7,4.75,3.8,1.7,4.2,3.5,1.8,4.33,3.6,1.8,5.03,3.99,1.75,4.8,3.5,1.75,4.5,3.8,1.8,5,3.9,1.75,4.33,3.6,1.8
1/4/2013,Fulham,QPR,H,,,,,2,3.6,4,1.91,3.4,4,1.91,3.4,4,1.85,3.45,4,1.95,3.5,3.75,2.04,3.6,3.95,2,3.2,4,2,3.4,4,2,3.6,4,1.91,3.4,4
6/4/2013,Norwich,Swansea,D,,,,,2.63,3.3,2.9,2.6,3.1,2.8,2.6,3.1,2.8,2.3,3.3,2.9,2.5,3.2,2.8,2.67,3.33,2.9,2.7,3.1,2.7,2.5,3.3,2.88,2.7,3.3,2.8,2.4,3.2,3
6/4/2013,Reading,Southampton,A,,,,,3.3,3.6,2.25,3.3,3.4,2.15,3.3,3.4,2.15,3.1,3.3,2.2,3,3.5,2.25,3.44,3.61,2.21,3.3,3.2,2.25,3.2,3.5,2.25,3.2,3.6,2.3,3,3.5,2.25
