Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,FormH,FormA,PositionH,PositionA
15/09/12,Stoke,Man City,D,5,3.6,1.73,average,good,7,4
15/09/12,Sunderland,Liverpool,D,3.4,3.3,2.2,good,poor,8,9
16/09/12,Reading,Tottenham,A,3.75,3.5,2,good,poor,9,8
17/09/12,Everton,Newcastle,D,1.73,3.6,5,good,average,5,7
22/09/12,Chelsea,Stoke,H,1.36,4.75,9,good,average,1,7
22/09/12,Southampton,Aston Villa,H,2.4,3.3,3,poor,poor,11,7
22/09/12,Swansea,Everton,A,3,3.3,2.4,good,average,4,4
22/09/12,West Brom,Reading,H,1.73,3.75,4.75,good,poor,5,11
22/09/12,West Ham,Sunderland,D,2.1,3.3,3.6,average,average,5,9
22/09/12,Wigan,Fulham,A,2.4,3.3,3,good,poor,8,6
23/09/12,Liverpool,Man United,A,2.7,3.3,2.63,poor,good,9,3
23/09/12,Man City,Arsenal,D,1.75,3.6,4.75,good,good,5,5
23/09/12,Newcastle,Norwich,H,1.8,3.6,4.5,poor,average,7,9
23/09/12,Tottenham,QPR,H,1.44,4.33,7.5,average,poor,7,10
29/09/12,Arsenal,Chelsea,A,2.1,3.4,3.5,good,good,4,1
29/09/12,Everton,Southampton,H,1.4,4.75,8,poor,poor,3,8
29/09/12,Fulham,Man City,A,4.33,3.6,1.83,average,good,5,5
29/09/12,Man United,Tottenham,A,1.57,4,6,good,good,3,6
29/09/12,Norwich,Liverpool,A,4.75,3.75,1.73,average,poor,10,11
29/09/12,Reading,Newcastle,D,2.88,3.3,2.5,poor,average,13,7
29/09/12,Stoke,Swansea,H,1.91,3.4,4.2,average,poor,10,8
29/09/12,Sunderland,Wigan,H,2,3.4,3.8,average,poor,10,10
30/09/12,Aston Villa,West Brom,D,2.4,3.3,3,good,average,10,5
1/10/2012,QPR,West Ham,A,2.05,3.4,3.75,poor,good,11,6
6/10/2012,Chelsea,Norwich,H,1.22,6.5,12,good,poor,1,9
6/10/2012,Man City,Sunderland,H,1.29,5.5,11,average,average,3,6
6/10/2012,Swansea,Reading,D,1.91,3.6,4,poor,poor,7,11
6/10/2012,West Brom,QPR,H,1.83,3.75,4.2,average,poor,5,12
6/10/2012,West Ham,Arsenal,A,4,3.6,1.91,average,good,6,7
6/10/2012,Wigan,Everton,D,4.2,3.4,1.91,poor,good,11,4
7/10/2012,Liverpool,Stoke,D,1.44,4.33,7.5,poor,poor,9,8
7/10/2012,Newcastle,Man United,A,4.2,3.75,1.83,good,good,6,4
7/10/2012,Southampton,Fulham,D,2.75,3.3,2.6,average,good,11,6
7/10/2012,Tottenham,Aston Villa,H,1.44,4.33,7.5,good,average,5,11
20/10/12,Fulham,Aston Villa,H,1.8,3.6,4.5,average,poor,6,11
20/10/12,Liverpool,Reading,H,1.33,5,10,average,poor,10,13
20/10/12,Man United,Stoke,H,1.29,5.5,11,average,average,2,8
20/10/12,Norwich,Arsenal,H,6,4.2,1.53,poor,poor,13,6
20/10/12,Swansea,Wigan,H,2.1,3.4,3.5,poor,poor,9,12
20/10/12,Tottenham,Chelsea,A,2.5,3.4,2.75,good,good,4,1
20/10/12,West Brom,Man City,A,5,3.75,1.7,good,good,4,3
20/10/12,West Ham,Southampton,H,1.83,3.75,4.2,good,average,6,12
21/10/12,QPR,Everton,D,3.25,3.4,2.2,poor,good,14,3
21/10/12,Sunderland,Newcastle,D,2.5,3.3,2.88,good,good,10,8
27/10/12,Arsenal,QPR,H,1.36,5,8.5,average,poor,6,14
27/10/12,Aston Villa,Norwich,D,2,3.5,3.75,poor,poor,11,10
27/10/12,Man City,Swansea,H,1.22,6,15,good,poor,2,6
27/10/12,Reading,Fulham,D,2.75,3.4,2.5,average,poor,15,6
27/10/12,Stoke,Sunderland,D,1.95,3.3,4.2,good,average,9,9
27/10/12,Wigan,West Ham,H,2.25,3.4,3.2,poor,average,11,5
28/10/12,Chelsea,Man United,A,2.4,3.4,2.9,good,average,1,3
28/10/12,Everton,Liverpool,D,2.6,3.3,2.75,good,good,3,7
28/10/12,Newcastle,West Brom,H,2,3.5,3.75,poor,good,7,5
28/10/12,Southampton,Tottenham,A,4.2,3.75,1.83,poor,good,13,5
3/11/2012,Fulham,Everton,D,2.75,3.4,2.5,good,average,6,4
3/11/2012,Man United,Arsenal,H,1.7,3.8,5,good,average,2,4
3/11/2012,Norwich,Stoke,H,2.6,3.3,2.75,average,poor,12,10
3/11/2012,Sunderland,Aston Villa,A,2.1,3.3,3.6,poor,poor,10,12
3/11/2012,Swansea,Chelsea,D,4.5,3.6,1.8,good,good,8,2
3/11/2012,Tottenham,Wigan,A,1.5,4.33,6.5,average,poor,4,11
3/11/2012,West Ham,Man City,D,5,3.8,1.7,average,good,6,3
4/11/2012,Liverpool,Newcastle,D,1.57,4,6,good,poor,10,7
4/11/2012,QPR,Reading,D,1.8,3.6,4.5,poor,poor,12,11
5/11/2012,West Brom,Southampton,H,1.73,3.75,4.75,average,poor,6,12
10/11/2012,Arsenal,Fulham,D,1.53,4.2,6,average,good,5,5
10/11/2012,Aston Villa,Man United,A,7,4.5,1.44,poor,good,11,1
10/11/2012,Everton,Sunderland,H,1.44,4.2,8,average,average,4,11
10/11/2012,Reading,Norwich,D,2.25,3.4,3.2,poor,good,13,11
10/11/2012,Southampton,Swansea,D,2.38,3.5,2.88,poor,average,13,9
10/11/2012,Stoke,QPR,H,1.91,3.4,4.2,poor,poor,11,14
10/11/2012,Wigan,West Brom,A,2.3,3.4,3.1,average,poor,11,5
11/11/2012,Chelsea,Liverpool,D,1.95,3.5,4,average,good,2,11
11/11/2012,Man City,Tottenham,H,1.57,4,6,good,average,3,5
11/11/2012,Newcastle,West Ham,A,1.95,3.6,3.8,good,average,8,7
17/11/12,Arsenal,Tottenham,H,1.91,3.75,3.8,average,average,7,6
17/11/12,Liverpool,Wigan,H,1.44,4.33,7.5,average,good,11,12
17/11/12,Man City,Aston Villa,H,1.2,6.5,15,good,good,2,14
17/11/12,Newcastle,Swansea,A,1.91,3.6,4,good,poor,10,11
17/11/12,Norwich,Man United,H,7,4.5,1.44,good,good,12,2
17/11/12,QPR,Southampton,A,1.91,3.6,4,poor,poor,16,15
17/11/12,Reading,Everton,H,4.33,3.6,1.83,average,average,15,4
17/11/12,West Brom,Chelsea,H,3.75,3.5,2,average,poor,4,3
18/11/12,Fulham,Sunderland,A,1.67,3.75,5.25,average,poor,9,14
19/11/12,West Ham,Stoke,D,2,3.4,3.8,poor,poor,7,12
24/11/12,Aston Villa,Arsenal,D,4.75,3.75,1.73,average,poor,14,6
24/11/12,Everton,Norwich,D,1.44,4.33,7.5,good,good,5,10
24/11/12,Man United,QPR,H,1.17,7.5,15,good,poor,2,18
24/11/12,Stoke,Fulham,H,2.2,3.3,3.4,average,average,12,9
24/11/12,Sunderland,West Brom,A,2.5,3.3,2.88,poor,good,12,4
24/11/12,Wigan,Reading,H,1.83,3.6,4.33,average,average,13,15
25/11/12,Chelsea,Man City,D,2.5,3.5,2.7,average,good,4,2
25/11/12,Southampton,Newcastle,H,2.3,3.5,3,poor,poor,15,11
25/11/12,Swansea,Liverpool,D,3.4,3.5,2.1,average,average,9,10
25/11/12,Tottenham,West Ham,H,1.67,3.75,5.5,poor,good,8,7
27/11/12,Aston Villa,Reading,H,1.95,3.4,4,poor,good,14,15
27/11/12,Sunderland,QPR,D,2.25,3.25,3.3,average,poor,13,16
28/11/12,Chelsea,Fulham,D,1.44,4.5,7,poor,poor,4,9
28/11/12,Everton,Arsenal,D,2.5,3.4,2.75,average,good,4,5
28/11/12,Man United,West Ham,H,1.22,6.5,12,average,good,1,7
28/11/12,Southampton,Norwich,D,2,3.4,3.8,good,good,13,10
28/11/12,Stoke,Newcastle,H,1.91,3.4,4.2,good,poor,9,10
28/11/12,Swansea,West Brom,H,2.3,3.4,3.1,good,good,8,3
28/11/12,Tottenham,Liverpool,H,2.4,3.4,2.88,poor,good,6,9
28/11/12,Wigan,Man City,A,6,4.2,1.53,poor,good,11,2
1/12/2012,Arsenal,Swansea,A,1.44,4.5,7,good,good,6,7
1/12/2012,Fulham,Tottenham,A,2.88,3.3,2.5,poor,average,8,4
1/12/2012,Liverpool,Southampton,H,1.4,4.5,8.5,good,good,9,12
1/12/2012,Man City,Everton,D,1.5,4,7,good,poor,2,5
1/12/2012,QPR,Aston Villa,D,1.95,3.5,4,poor,poor,12,9
1/12/2012,Reading,Man United,A,7.5,4.75,1.4,average,average,11,1
1/12/2012,West Brom,Stoke,A,2.1,3.25,3.75,good,good,3,6
1/12/2012,West Ham,Chelsea,H,4,3.5,1.91,poor,poor,7,3
2/12/2012,Norwich,Sunderland,H,2.1,3.3,3.6,good,average,9,11
3/12/2012,Newcastle,Wigan,H,2,3.4,3.75,poor,average,9,9
8/12/2012,Arsenal,West Brom,H,1.5,4.33,6.5,average,average,6,3
8/12/2012,Aston Villa,Stoke,D,2.4,3.2,3.1,good,good,9,6
8/12/2012,Southampton,Reading,H,1.91,3.6,4,good,poor,12,13
8/12/2012,Sunderland,Chelsea,A,4.75,3.5,1.8,poor,average,11,3
8/12/2012,Swansea,Norwich,A,1.8,3.6,4.5,good,average,6,8
8/12/2012,Wigan,QPR,D,2.3,3.4,3.1,average,poor,11,14
9/12/2012,Everton,Tottenham,H,2,3.5,3.75,average,good,6,4
9/12/2012,Man City,Man United,A,2.2,3.5,3.2,good,good,2,1
9/12/2012,West Ham,Liverpool,A,3,3.3,2.38,poor,poor,7,8
10/12/2012,Fulham,Newcastle,H,1.91,3.6,4,poor,poor,8,8
11/12/2012,Sunderland,Reading,H,2,3.5,3.75,poor,poor,11,12
15/12/12,Liverpool,Aston Villa,A,1.36,4.75,9,average,good,7,11
15/12/12,Man United,Sunderland,H,1.2,6.5,15,good,poor,1,11
15/12/12,Newcastle,Man City,A,5.5,3.75,1.67,average,good,10,2
15/12/12,Norwich,Wigan,H,2.2,3.4,3.25,good,poor,7,12
15/12/12,QPR,Fulham,H,2.4,3.4,2.88,average,poor,15,9
15/12/12,Stoke,Everton,D,3.1,3.2,2.4,good,average,7,4
16/12/12,Tottenham,Swansea,H,1.62,4,5.5,good,good,5,8
16/12/12,West Brom,West Ham,D,2,3.5,3.75,poor,average,5,9
17/12/12,Reading,Arsenal,A,5.5,4,1.62,poor,poor,15,6
22/12/12,Liverpool,Fulham,H,1.53,4,6.5,good,average,8,9
22/12/12,Man City,Reading,H,1.14,8,19,poor,poor,2,14
22/12/12,Newcastle,QPR,H,2.1,3.4,3.5,average,average,10,13
22/12/12,Southampton,Sunderland,A,2,3.5,3.75,poor,average,11,10
22/12/12,Tottenham,Stoke,D,1.62,3.75,6,average,good,3,6
22/12/12,West Brom,Norwich,H,1.91,3.6,4,poor,good,5,6
22/12/12,West Ham,Everton,A,2.88,3.25,2.5,average,good,7,5
22/12/12,Wigan,Arsenal,A,4.75,3.75,1.73,poor,average,11,5
23/12/12,Chelsea,Aston Villa,H,1.33,5.5,8.5,poor,average,4,9
23/12/12,Swansea,Man United,D,5,4,1.67,average,good,6,1
26/12/12,Aston Villa,Tottenham,A,3.75,3.5,2,good,average,10,4
26/12/12,Everton,Wigan,H,1.44,4.5,7,good,poor,5,12
26/12/12,Fulham,Southampton,D,1.85,3.6,4.2,average,average,9,12
26/12/12,Man United,Newcastle,H,1.22,6.5,13,good,poor,1,10
26/12/12,Norwich,Chelsea,A,6,3.75,1.62,good,average,6,4
26/12/12,QPR,West Brom,A,2.2,3.4,3.25,good,poor,15,5
26/12/12,Reading,Swansea,D,2.9,3.4,2.38,poor,poor,16,7
26/12/12,Stoke,Liverpool,H,3.4,3.2,2.25,average,average,6,6
26/12/12,Sunderland,Man City,H,6.5,4,1.53,average,average,11,2
29/12/12,Arsenal,Newcastle,H,1.44,4.5,7,good,average,5,11
29/12/12,Aston Villa,Wigan,A,2.4,3.25,3,average,poor,11,13
29/12/12,Fulham,Swansea,A,2.1,3.4,3.5,poor,poor,9,6
29/12/12,Man United,West Brom,H,1.3,5.5,10,good,good,1,4
29/12/12,Norwich,Man City,A,6,4,1.57,average,good,6,2
29/12/12,Reading,West Ham,H,2.88,3.25,2.5,poor,poor,13,7
29/12/12,Stoke,Southampton,D,1.8,3.5,4.75,average,average,5,12
29/12/12,Sunderland,Tottenham,A,3.5,3.4,2.1,average,good,9,4
30/12/12,Everton,Chelsea,A,2.88,3.3,2.5,good,good,5,4
30/12/12,QPR,Liverpool,A,4,3.5,1.91,average,average,16,8
1/1/2013,Man City,Stoke,H,1.29,5.5,11,average,good,2,6
1/1/2013,Southampton,Arsenal,D,5,3.75,1.7,poor,good,14,5
1/1/2013,Swansea,Aston Villa,D,1.57,4,6,average,poor,8,14
1/1/2013,Tottenham,Reading,H,1.33,5,10,good,poor,4,16
1/1/2013,West Brom,Fulham,A,2,3.5,3.75,good,poor,6,12
1/1/2013,West Ham,Norwich,H,2.1,3.4,3.5,poor,poor,11,9
1/1/2013,Wigan,Man United,A,6,4.2,1.53,poor,good,15,1
2/1/2013,Chelsea,QPR,A,1.2,6.5,15,good,poor,4,17
2/1/2013,Liverpool,Sunderland,H,1.4,4.5,8.5,average,good,8,12
2/1/2013,Newcastle,Everton,A,3,3.4,2.38,average,good,13,6
12/1/2013,Aston Villa,Southampton,A,2.55,3.5,2.9,poor,average,15,16
12/1/2013,Everton,Swansea,D,1.57,4.2,6.5,average,good,5,9
12/1/2013,Fulham,Wigan,D,2.05,3.5,4,poor,average,13,18
12/1/2013,Norwich,Newcastle,D,2.2,3.6,3.4,poor,poor,12,15
12/1/2013,QPR,Tottenham,D,4.5,3.8,1.85,poor,good,16,3
12/1/2013,Reading,West Brom,H,3,3.4,2.5,good,average,17,7
12/1/2013,Stoke,Chelsea,A,4.33,3.5,1.95,good,good,10,4
12/1/2013,Sunderland,West Ham,H,2.38,3.3,3.3,average,poor,13,11
13/01/13,Arsenal,Man City,A,2.63,3.5,2.8,good,average,6,2
13/01/13,Man United,Liverpool,H,1.91,3.8,4.2,good,average,1,8
16/01/13,Chelsea,Southampton,D,1.25,6.5,15,average,average,3,13
19/01/13,Liverpool,Norwich,H,1.33,5.5,10.5,good,poor,8,11
19/01/13,Man City,Fulham,H,1.25,6.5,14,good,average,2,11
19/01/13,Newcastle,Reading,A,1.75,4,5,poor,average,13,15
19/01/13,Swansea,Stoke,H,2.2,3.4,3.6,good,poor,8,9
19/01/13,West Brom,Aston Villa,D,1.75,4,5,poor,poor,7,13
19/01/13,West Ham,QPR,D,2.1,3.5,3.75,average,average,9,15
19/01/13,Wigan,Sunderland,A,2.15,3.4,3.8,average,poor,15,11
20/01/13,Chelsea,Arsenal,H,1.91,3.6,4,average,good,3,6
20/01/13,Tottenham,Man United,D,2.9,3.6,2.5,good,good,4,1
21/01/13,Southampton,Everton,D,3.6,3.5,2.05,good,average,13,5
23/01/13,Arsenal,West Ham,H,1.44,4.75,8,poor,average,6,10
29/01/13,Aston Villa,Newcastle,A,2.9,3.4,2.6,poor,poor,16,15
29/01/13,QPR,Man City,D,7.5,4.5,1.5,good,good,18,2
29/01/13,Stoke,Wigan,D,2.2,3.3,3.75,poor,poor,9,17
29/01/13,Sunderland,Swansea,D,2.5,3.4,3,average,average,10,8
30/01/13,Arsenal,Liverpool,D,2.4,3.5,3.1,poor,average,6,7
30/01/13,Everton,West Brom,H,1.6,4.1,6.5,good,poor,5,7
30/01/13,Fulham,West Ham,H,2.2,3.5,3.5,good,poor,12,10
30/01/13,Man United,Southampton,H,1.25,6.5,14,good,good,1,14
30/01/13,Norwich,Tottenham,D,4.75,3.75,1.83,poor,good,12,4
30/01/13,Reading,Chelsea,D,7.5,4.5,1.5,average,good,16,3
2/2/2013,Arsenal,Stoke,H,1.44,4.5,9,average,poor,6,9
2/2/2013,Everton,Aston Villa,D,1.4,5,9,average,poor,5,14
2/2/2013,Fulham,Man United,A,5.5,4.2,1.65,poor,good,10,1
2/2/2013,Newcastle,Chelsea,H,4,3.6,2,poor,good,12,3
2/2/2013,QPR,Norwich,D,1.95,3.6,4.33,average,poor,15,11
2/2/2013,Reading,Sunderland,H,2.5,3.4,3,good,good,14,9
2/2/2013,West Ham,Swansea,H,2.4,3.4,3.2,poor,good,11,7
2/2/2013,Wigan,Southampton,D,2.2,3.5,3.5,poor,average,14,12
3/2/2013,Man City,Liverpool,D,1.83,3.9,4.5,good,average,2,6
3/2/2013,West Brom,Tottenham,A,3.6,3.4,2.2,poor,average,7,4
9/2/2013,Chelsea,Wigan,H,1.36,5.5,9.5,good,poor,3,15
9/2/2013,Norwich,Fulham,D,2.3,3.4,3.4,poor,average,11,11
9/2/2013,Southampton,Man City,H,5.75,4,1.67,poor,good,12,2
9/2/2013,Stoke,Reading,H,1.91,3.5,4.6,poor,good,9,12
9/2/2013,Sunderland,Arsenal,A,4.5,3.6,1.91,good,good,11,6
9/2/2013,Swansea,QPR,H,1.83,3.75,4.75,good,average,8,15
9/2/2013,Tottenham,Newcastle,H,1.67,4,5.75,average,average,4,13
10/2/2013,Aston Villa,West Ham,H,2.63,3.4,2.88,poor,poor,15,11
10/2/2013,Man United,Everton,H,1.75,3.9,5,good,good,1,6
11/2/2013,Liverpool,West Brom,A,1.4,5,9,good,poor,8,9
17/02/13,Liverpool,Swansea,H,1.57,4.4,6,average,poor,8,7
23/02/13,Arsenal,Aston Villa,H,1.33,5.5,11,good,poor,5,13
23/02/13,Fulham,Stoke,H,2.2,3.3,3.75,average,poor,11,9
23/02/13,Norwich,Everton,H,3.8,3.5,2.1,average,good,12,6
23/02/13,QPR,Man United,A,7,4.33,1.53,average,good,17,1
23/02/13,Reading,Wigan,A,2.63,3.4,2.88,good,average,15,16
23/02/13,West Brom,Sunderland,H,2.05,3.5,4,poor,poor,8,12
24/02/13,Man City,Chelsea,H,1.95,3.6,4.33,average,poor,2,3
24/02/13,Newcastle,Southampton,H,2.2,3.5,3.2,good,poor,14,14
25/02/13,West Ham,Tottenham,A,3.6,3.5,2.15,average,good,12,4
2/3/2013,Chelsea,West Brom,H,1.4,5,9,average,average,4,7
2/3/2013,Everton,Reading,H,1.38,5,10,poor,average,6,16
2/3/2013,Man United,Norwich,H,1.33,5.5,11,good,average,1,11
2/3/2013,Southampton,QPR,A,1.85,3.8,4.5,good,poor,14,17
2/3/2013,Stoke,West Ham,A,2.15,3.25,4,average,average,10,12
2/3/2013,Sunderland,Fulham,D,2.4,3.3,3.3,poor,poor,13,11
2/3/2013,Swansea,Newcastle,H,2.1,3.6,3.75,average,average,9,12
2/3/2013,Wigan,Liverpool,A,4.5,3.75,1.85,poor,poor,13,8
3/3/2013,Tottenham,Arsenal,H,2.3,3.6,3.25,good,good,4,5
4/3/2013,Aston Villa,Man City,A,7.5,4.5,1.44,good,poor,13,2
9/3/2013,Norwich,Southampton,D,2.5,3.4,3,good,average,10,12
9/3/2013,QPR,Sunderland,H,2.25,3.4,3.5,poor,poor,14,10
9/3/2013,Reading,Aston Villa,A,2.45,3.4,3.1,poor,average,13,12
9/3/2013,West Brom,Swansea,H,2.45,3.3,3.2,good,average,8,8
10/3/2013,Liverpool,Tottenham,H,1.95,3.8,4,average,good,8,3
10/3/2013,Newcastle,Stoke,H,1.83,3.7,4.8,average,average,10,9
16/03/13,Aston Villa,QPR,H,2.3,3.4,3.4,poor,average,12,14
16/03/13,Everton,Man City,H,3.9,3.6,2.05,poor,average,6,2
16/03/13,Man United,Reading,H,1.17,9,19,good,poor,1,14
16/03/13,Southampton,Liverpool,H,4.2,3.8,1.91,poor,good,12,7
16/03/13,Stoke,West Brom,D,2.5,3.3,3.1,poor,average,10,8
16/03/13,Swansea,Arsenal,A,3.4,3.5,2.25,average,good,9,6
17/03/13,Chelsea,West Ham,H,1.4,5,9,average,poor,4,11
17/03/13,Sunderland,Norwich,D,2.05,3.5,4,poor,average,13,11
17/03/13,Tottenham,Fulham,A,1.5,4.5,7.5,good,good,4,11
17/03/13,Wigan,Newcastle,H,2.3,3.4,3.4,average,average,15,12
30/03/13,Arsenal,Reading,H,1.25,6.5,15,average,poor,5,16
30/03/13,Everton,Stoke,H,1.57,3.9,7.5,average,poor,6,11
30/03/13,Man City,Newcastle,H,1.33,5.5,11,good,average,2,12
30/03/13,Southampton,Chelsea,H,3.5,3.5,2.2,poor,average,13,3
30/03/13,Sunderland,Man United,A,6,4,1.65,poor,good,13,1
30/03/13,Swansea,Tottenham,A,3.4,3.4,2.3,average,average,9,4
30/03/13,West Ham,West Brom,H,2.3,3.4,3.4,average,average,12,8
30/03/13,Wigan,Norwich,H,1.95,3.6,4.33,average,poor,15,11
31/03/13,Aston Villa,Liverpool,A,5,4,1.75,average,good,14,7
1/4/2013,Fulham,QPR,H,2,3.6,4,good,good,10,15
6/4/2013,Norwich,Swansea,D,2.63,3.3,2.9,average,poor,12,9
6/4/2013,Reading,Southampton,A,3.3,3.6,2.25,poor,good,17,13
6/4/2013,Stoke,Aston Villa,A,2.1,3.4,4,poor,good,14,17
6/4/2013,West Brom,Arsenal,A,4.1,3.7,1.95,good,average,8,5
7/4/2013,Chelsea,Sunderland,H,1.36,5,11,good,poor,5,16
7/4/2013,Liverpool,West Ham,D,1.36,5.5,9,average,average,7,12
7/4/2013,Newcastle,Fulham,H,2.1,3.5,3.8,average,good,14,10
7/4/2013,QPR,Wigan,D,2.38,3.4,3.25,average,average,18,17
7/4/2013,Tottenham,Everton,D,2.2,3.4,3.6,poor,good,4,6
8/4/2013,Man United,Man City,A,2.3,3.5,3.3,good,average,1,2
13/04/13,Arsenal,Norwich,H,1.25,6.5,14,good,poor,4,12
13/04/13,Aston Villa,Fulham,D,2.3,3.3,3.5,average,good,14,9
13/04/13,Everton,QPR,H,1.44,4.75,8,good,poor,5,15
13/04/13,Reading,Liverpool,D,8,4.75,1.45,poor,average,16,6
13/04/13,Southampton,West Ham,D,1.91,3.75,4.2,good,average,10,10
14/04/13,Newcastle,Sunderland,A,1.95,3.5,4.5,poor,poor,11,14
14/04/13,Stoke,Man United,A,7,3.9,1.6,poor,good,13,1
16/04/13,Arsenal,Everton,D,1.75,3.9,5,good,good,3,5
17/04/13,Fulham,Chelsea,A,4.75,3.8,1.8,average,average,9,4
17/04/13,Man City,Wigan,H,1.25,6.5,14,average,good,2,15
17/04/13,West Ham,Man United,D,5.5,3.9,1.7,good,average,11,1
20/04/13,Fulham,Arsenal,A,5,4,1.75,poor,good,10,4
20/04/13,Norwich,Reading,H,1.75,3.8,5.25,poor,poor,14,17
20/04/13,QPR,Stoke,A,2.25,3.4,3.5,poor,poor,16,14
20/04/13,Sunderland,Everton,H,3.4,3.4,2.3,poor,good,15,6
20/04/13,Swansea,Southampton,D,2.38,3.5,3.1,poor,good,9,12
20/04/13,West Brom,Newcastle,D,2.25,3.5,3.4,poor,average,8,14
20/04/13,West Ham,Wigan,H,2.3,3.5,3.3,average,good,11,15
21/04/13,Liverpool,Chelsea,D,2.15,3.6,3.6,good,average,7,4
21/04/13,Tottenham,Man City,H,3.25,3.6,2.3,average,good,5,2
22/04/13,Man United,Aston Villa,H,1.25,6.75,13,average,average,1,14
27/04/13,Everton,Fulham,H,1.5,4.5,7.5,good,poor,6,10
27/04/13,Man City,West Ham,H,1.29,6,12,good,average,2,9
27/04/13,Newcastle,Liverpool,A,2.88,3.6,2.5,average,average,13,7
27/04/13,Southampton,West Brom,A,1.85,3.75,4.6,good,poor,11,8
27/04/13,Stoke,Norwich,H,2.25,3.3,3.6,poor,poor,13,12
27/04/13,Wigan,Tottenham,D,3.8,3.6,2.05,poor,good,15,5
28/04/13,Arsenal,Man United,D,2.25,3.6,3.3,good,good,3,1
28/04/13,Chelsea,Swansea,H,1.36,5.5,9,good,poor,4,8
28/04/13,Reading,QPR,D,2.55,3.5,2.88,poor,poor,16,16
29/04/13,Aston Villa,Sunderland,H,2.3,3.4,3.4,good,average,14,13
4/5/2013,Fulham,Reading,A,1.73,3.9,5.25,poor,poor,10,15
4/5/2013,Norwich,Aston Villa,A,2.55,3.3,3,average,poor,12,13
4/5/2013,QPR,Arsenal,A,8,4.75,1.44,poor,good,16,4
4/5/2013,Swansea,Man City,D,5.25,3.8,1.75,average,average,9,2
4/5/2013,Tottenham,Southampton,H,1.44,4.75,8,good,average,5,12
4/5/2013,West Brom,Wigan,A,2.45,3.5,3,poor,poor,7,14
4/5/2013,West Ham,Newcastle,D,2.38,3.4,3.25,good,poor,9,13
5/5/2013,Liverpool,Everton,D,1.95,3.6,4.2,average,poor,6,5
5/5/2013,Man United,Chelsea,A,2.2,3.5,3.5,good,good,1,4
6/5/2013,Sunderland,Stoke,D,2.1,3.3,4,good,average,13,10
7/5/2013,Man City,West Brom,H,1.4,5,9,average,good,2,8
7/5/2013,Wigan,Swansea,A,1.83,3.75,4.75,poor,poor,14,9
8/5/2013,Chelsea,Tottenham,D,1.95,3.75,4,good,good,3,5
11/5/2013,Aston Villa,Chelsea,A,4.5,3.8,1.85,average,good,12,3
12/5/2013,Everton,West Ham,H,1.5,4.5,7.5,average,average,6,10
