28.11.2012;Southampton;Norwich;1;1
28.11.2012;Stoke;Newcastle;2;1
28.11.2012;Swansea;West Brom;3;1
28.11.2012;Tottenham;Liverpool;2;1
28.11.2012;Wigan;Man City;0;2
01.12.2012;Arsenal;Swansea;0;2
01.12.2012;Fulham;Tottenham;0;3
01.12.2012;Liverpool;Southampton;1;0
01.12.2012;Man City;Everton;1;1
01.12.2012;QPR;Aston Villa;1;1
01.12.2012;Reading;Man United;3;4
01.12.2012;West Brom;Stoke;0;1
01.12.2012;West Ham;Chelsea;3;1
02.12.2012;Norwich;Sunderland;2;1
03.12.2012;Newcastle;Wigan;3;0
08.12.2012;Arsenal;West Brom;2;0
08.12.2012;Aston Villa;Stoke;0;0
08.12.2012;Southampton;Reading;1;0
08.12.2012;Sunderland;Chelsea;1;3
08.12.2012;Swansea;Norwich;3;4
08.12.2012;Wigan;QPR;2;2
09.12.2012;Everton;Tottenham;2;1
09.12.2012;Man City;Man United;2;3
09.12.2012;West Ham;Liverpool;2;3
10.12.2012;Fulham;Newcastle;2;1
11.12.2012;Sunderland;Reading;3;0
15.12.2012;Liverpool;Aston Villa;1;3
15.12.2012;Man United;Sunderland;3;1
15.12.2012;Newcastle;Man City;1;3
15.12.2012;Norwich;Wigan;2;1
15.12.2012;QPR;Fulham;2;1
15.12.2012;Stoke;Everton;1;1
16.12.2012;Tottenham;Swansea;1;0
16.12.2012;West Brom;West Ham;0;0
17.12.2012;Reading;Arsenal;2;5
22.12.2012;Liverpool;Fulham;4;0
22.12.2012;Man City;Reading;1;0
22.12.2012;Newcastle;QPR;1;0
22.12.2012;Southampton;Sunderland;0;1
22.12.2012;Tottenham;Stoke;0;0
22.12.2012;West Brom;Norwich;2;1
22.12.2012;West Ham;Everton;1;2
22.12.2012;Wigan;Arsenal;0;1
23.12.2012;Chelsea;Aston Villa;8;0
23.12.2012;Swansea;Man United;1;1
26.12.2012;Aston Villa;Tottenham;0;4
26.12.2012;Everton;Wigan;2;1
26.12.2012;Fulham;Southampton;1;1
26.12.2012;Man United;Newcastle;4;3
26.12.2012;Norwich;Chelsea;0;1
26.12.2012;QPR;West Brom;1;2
26.12.2012;Reading;Swansea;0;0
26.12.2012;Stoke;Liverpool;3;1
26.12.2012;Sunderland;Man City;1;0
29.12.2012;Arsenal;Newcastle;7;3
29.12.2012;Aston Villa;Wigan;0;3
29.12.2012;Fulham;Swansea;1;2
29.12.2012;Man United;West Brom;2;0
29.12.2012;Norwich;Man City;3;4
29.12.2012;Reading;West Ham;1;0
29.12.2012;Stoke;Southampton;3;3
29.12.2012;Sunderland;Tottenham;1;2
30.12.2012;Everton;Chelsea;1;2
30.12.2012;QPR;Liverpool;0;3
01.01.2013;Man City;Stoke;3;0
01.01.2013;Southampton;Arsenal;1;1
01.01.2013;Swansea;Aston Villa;2;2
01.01.2013;Tottenham;Reading;3;1
01.01.2013;West Brom;Fulham;1;2
01.01.2013;West Ham;Norwich;2;1
01.01.2013;Wigan;Man United;0;4
02.01.2013;Chelsea;QPR;0;1
02.01.2013;Liverpool;Sunderland;3;0
02.01.2013;Newcastle;Everton;1;2
12.01.2013;Aston Villa;Southampton;0;1
12.01.2013;Everton;Swansea;0;0
12.01.2013;Fulham;Wigan;1;1
12.01.2013;Norwich;Newcastle;0;0
12.01.2013;QPR;Tottenham;0;0
12.01.2013;Reading;West Brom;3;2
12.01.2013;Stoke;Chelsea;0;4
12.01.2013;Sunderland;West Ham;3;0
13.01.2013;Arsenal;Man City;0;2
13.01.2013;Man United;Liverpool;2;1
16.01.2013;Chelsea;Southampton;2;2
19.01.2013;Liverpool;Norwich;5;0
19.01.2013;Man City;Fulham;2;0
19.01.2013;Newcastle;Reading;1;2
19.01.2013;Swansea;Stoke;3;1
19.01.2013;West Brom;Aston Villa;2;2
19.01.2013;West Ham;QPR;1;1
19.01.2013;Wigan;Sunderland;2;3
20.01.2013;Chelsea;Arsenal;2;1
20.01.2013;Tottenham;Man United;1;1
21.01.2013;Southampton;Everton;0;0
23.01.2013;Arsenal;West Ham;5;1
29.01.2013;Aston Villa;Newcastle;1;2
29.01.2013;QPR;Man City;0;0
29.01.2013;Stoke;Wigan;2;2
29.01.2013;Sunderland;Swansea;0;0
30.01.2013;Arsenal;Liverpool;2;2
30.01.2013;Everton;West Brom;2;1
30.01.2013;Fulham;West Ham;3;1
30.01.2013;Man United;Southampton;2;1
30.01.2013;Norwich;Tottenham;1;1
30.01.2013;Reading;Chelsea;2;2
02.02.2013;Arsenal;Stoke;1;0
02.02.2013;Everton;Aston Villa;3;3
02.02.2013;Fulham;Man United;0;1
02.02.2013;Newcastle;Chelsea;3;2
02.02.2013;QPR;Norwich;0;0
02.02.2013;Reading;Sunderland;2;1
02.02.2013;West Ham;Swansea;1;0
02.02.2013;Wigan;Southampton;2;2
03.02.2013;Man City;Liverpool;2;2
03.02.2013;West Brom;Tottenham;0;1
09.02.2013;Chelsea;Wigan;4;1
09.02.2013;Norwich;Fulham;0;0
09.02.2013;Southampton;Man City;3;1
09.02.2013;Stoke;Reading;2;1
09.02.2013;Sunderland;Arsenal;0;1
09.02.2013;Swansea;QPR;4;1
09.02.2013;Tottenham;Newcastle;2;1
10.02.2013;Aston Villa;West Ham;2;1
10.02.2013;Man United;Everton;2;0
11.02.2013;Liverpool;West Brom;0;2
17.02.2013;Liverpool;Swansea;5;0
23.02.2013;Arsenal;Aston Villa;2;1
23.02.2013;Fulham;Stoke;1;0
23.02.2013;Norwich;Everton;2;1
23.02.2013;QPR;Man United;0;2
23.02.2013;Reading;Wigan;0;3
23.02.2013;West Brom;Sunderland;2;1
24.02.2013;Man City;Chelsea;2;0
24.02.2013;Newcastle;Southampton;4;2
25.02.2013;West Ham;Tottenham;2;3
02.03.2013;Chelsea;West Brom;1;0
02.03.2013;Everton;Reading;3;1
02.03.2013;Man United;Norwich;4;0
02.03.2013;Southampton;QPR;1;2
02.03.2013;Stoke;West Ham;0;1
02.03.2013;Sunderland;Fulham;2;2
02.03.2013;Swansea;Newcastle;1;0
02.03.2013;Wigan;Liverpool;0;4
03.03.2013;Tottenham;Arsenal;2;1
04.03.2013;Aston Villa;Man City;0;1
09.03.2013;Norwich;Southampton;0;0
09.03.2013;QPR;Sunderland;3;1
09.03.2013;Reading;Aston Villa;1;2
09.03.2013;West Brom;Swansea;2;1
10.03.2013;Liverpool;Tottenham;3;2
10.03.2013;Newcastle;Stoke;2;1
16.03.2013;Aston Villa;QPR;3;2
16.03.2013;Everton;Man City;2;0
16.03.2013;Man United;Reading;1;0
16.03.2013;Southampton;Liverpool;3;1
16.03.2013;Stoke;West Brom;0;0
16.03.2013;Swansea;Arsenal;0;2
17.03.2013;Chelsea;West Ham;2;0
17.03.2013;Sunderland;Norwich;1;1
17.03.2013;Tottenham;Fulham;0;1
17.03.2013;Wigan;Newcastle;2;1
30.03.2013;Arsenal;Reading;4;1
30.03.2013;Everton;Stoke;1;0
30.03.2013;Man City;Newcastle;4;0
30.03.2013;Southampton;Chelsea;2;1
30.03.2013;Sunderland;Man United;0;1
30.03.2013;Swansea;Tottenham;1;2
30.03.2013;West Ham;West Brom;3;1
30.03.2013;Wigan;Norwich;1;0
31.03.2013;Aston Villa;Liverpool;1;2
01.04.2013;Fulham;QPR;3;2
06.04.2013;Norwich;Swansea;2;2
06.04.2013;Reading;Southampton;0;2
06.04.2013;Stoke;Aston Villa;1;3
06.04.2013;West Brom;Arsenal;1;2
07.04.2013;Chelsea;Sunderland;2;1
07.04.2013;Liverpool;West Ham;0;0
07.04.2013;Newcastle;Fulham;1;0
07.04.2013;QPR;Wigan;1;1
07.04.2013;Tottenham;Everton;2;2
08.04.2013;Man United;Man City;1;2
13.04.2013;Arsenal;Norwich;3;1
13.04.2013;Aston Villa;Fulham;1;1
13.04.2013;Everton;QPR;2;0
13.04.2013;Reading;Liverpool;0;0
13.04.2013;Southampton;West Ham;1;1
14.04.2013;Newcastle;Sunderland;0;3
14.04.2013;Stoke;Man United;0;2
16.04.2013;Arsenal;Everton;0;0
17.04.2013;Fulham;Chelsea;0;3
17.04.2013;Man City;Wigan;1;0
17.04.2013;West Ham;Man United;2;2
20.04.2013;Fulham;Arsenal;0;1
20.04.2013;Norwich;Reading;2;1
20.04.2013;QPR;Stoke;0;2
20.04.2013;Sunderland;Everton;1;0
20.04.2013;Swansea;Southampton;0;0
20.04.2013;West Brom;Newcastle;1;1
20.04.2013;West Ham;Wigan;2;0
21.04.2013;Liverpool;Chelsea;2;2
21.04.2013;Tottenham;Man City;3;1
22.04.2013;Man United;Aston Villa;3;0
27.04.2013;Everton;Fulham;1;0
27.04.2013;Man City;West Ham;2;1
27.04.2013;Newcastle;Liverpool;0;6
27.04.2013;Southampton;West Brom;0;3
27.04.2013;Stoke;Norwich;1;0
27.04.2013;Wigan;Tottenham;2;2
28.04.2013;Arsenal;Man United;1;1
28.04.2013;Chelsea;Swansea;2;0
28.04.2013;Reading;QPR;0;0
29.04.2013;Aston Villa;Sunderland;6;1
04.05.2013;Fulham;Reading;2;4
04.05.2013;Norwich;Aston Villa;1;2
04.05.2013;QPR;Arsenal;0;1
04.05.2013;Swansea;Man City;0;0
04.05.2013;Tottenham;Southampton;1;0
04.05.2013;West Brom;Wigan;2;3
04.05.2013;West Ham;Newcastle;0;0
05.05.2013;Liverpool;Everton;0;0
05.05.2013;Man United;Chelsea;0;1
06.05.2013;Sunderland;Stoke;1;1
07.05.2013;Man City;West Brom;1;0
07.05.2013;Wigan;Swansea;2;3
08.05.2013;Chelsea;Tottenham;2;2
11.05.2013;Aston Villa;Chelsea;1;2
12.05.2013;Everton;West Ham;2;0
12.05.2013;Fulham;Liverpool;1;3
12.05.2013;Man United;Swansea;2;1
12.05.2013;Norwich;West Brom;4;0
12.05.2013;QPR;Newcastle;1;2
12.05.2013;Stoke;Tottenham;1;2
12.05.2013;Sunderland;Southampton;1;1
14.05.2013;Arsenal;Wigan;4;1
14.05.2013;Reading;Man City;0;2
19.05.2013;Chelsea;Everton;2;1
19.05.2013;Liverpool;QPR;1;0
19.05.2013;Man City;Norwich;2;3
19.05.2013;Newcastle;Arsenal;0;1
19.05.2013;Southampton;Stoke;1;1
19.05.2013;Swansea;Fulham;0;3
19.05.2013;Tottenham;Sunderland;1;0
19.05.2013;West Brom;Man United;5;5
19.05.2013;West Ham;Reading;4;2
19.05.2013;Wigan;Aston Villa;2;2
