Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,B365H,B365D,B365A,FTR
20/02/10,Everton,Man United,good,good,9,2,12.92,16.92,7.52,9.62,4.5,3.6,1.8,H
20/02/10,Portsmouth,Stoke,poor,good,16,11,12.84,9.0,6.88,4.68,2.38,3.25,3.1,A
20/02/10,West Ham,Hull,average,average,14,14,12.36,8.73,7.12,4.81,1.75,3.6,4.75,H
20/02/10,Wolves,Chelsea,average,average,15,1,10.24,19.19,5.68,10.38,12,5,1.3,A
21/02/10,Aston Villa,Burnley,good,average,7,16,11.0,9.88,6.0,5.48,1.36,4.5,10,H
21/02/10,Blackburn,Bolton,average,average,10,15,11.54,12.44,6.08,6.24,1.95,3.25,4.33,H
21/02/10,Fulham,Birmingham,good,average,9,8,11.0,9.56,6.04,5.64,2.1,3.25,3.75,H
21/02/10,Man City,Liverpool,average,good,4,5,12.04,13.42,6.48,7.81,2.4,3.3,3,D
21/02/10,Wigan,Tottenham,average,average,12,6,13.32,16.15,6.96,9.31,3.75,3.5,2,A
23/02/10,Man United,West Ham,average,good,2,9,16.7,12.65,9.44,7.31,1.2,6.5,15,H
27/02/10,Birmingham,Wigan,average,average,7,11,9.54,13.12,5.65,6.96,1.91,3.3,4.33,H
27/02/10,Bolton,Wolves,poor,average,14,13,12.35,10.27,6.27,5.73,2,3.3,4,H
27/02/10,Burnley,Portsmouth,average,poor,14,15,10.0,12.92,5.65,7.08,2,3.4,3.8,A
27/02/10,Chelsea,Man City,good,good,1,4,18.74,11.73,10.07,6.27,1.44,4.33,7.5,A
27/02/10,Stoke,Arsenal,good,good,10,3,9.19,14.78,4.77,8.67,5,3.6,1.73,A
28/02/10,Liverpool,Blackburn,average,good,6,10,13.15,11.56,7.59,6.11,1.36,4.75,9,H
28/02/10,Sunderland,Fulham,average,good,13,10,9.73,11.0,5.42,6.04,2.2,3.2,3.5,D
28/02/10,Tottenham,Everton,average,good,6,9,16.04,12.85,9.41,7.5,2,3.4,4,H
6/3/2010,Arsenal,Burnley,good,poor,3,14,14.86,10.15,8.75,5.74,1.14,7.5,21,H
6/3/2010,West Ham,Bolton,good,average,9,10,12.56,12.48,7.19,6.37,1.8,3.5,4.5,A
6/3/2010,Wolves,Man United,average,average,12,2,10.11,16.54,5.67,9.43,10,5,1.33,A
7/3/2010,Everton,Hull,good,average,7,12,12.89,8.67,7.59,4.74,1.36,4.5,10,H
8/3/2010,Wigan,Liverpool,poor,average,12,4,13.04,13.11,6.78,7.54,6.5,3.8,1.57,H
9/3/2010,Portsmouth,Birmingham,average,average,15,7,12.93,9.56,7.0,5.63,2.38,3.25,3.1,A
9/3/2010,Sunderland,Bolton,average,good,12,10,9.81,12.57,5.41,6.39,2.1,3.25,3.75,H
10/3/2010,Burnley,Stoke,poor,average,15,9,10.07,9.0,5.71,4.7,2.5,3.3,2.88,D
13/03/10,Birmingham,Everton,good,good,6,7,9.57,13.07,5.64,7.68,3,3.25,2.4,D
13/03/10,Bolton,Wigan,good,average,12,13,12.38,13.0,6.24,6.68,2.1,3.3,3.6,H
13/03/10,Burnley,Wolves,poor,poor,15,15,10.07,10.18,5.62,5.68,2.25,3.3,3.3,A
13/03/10,Chelsea,West Ham,average,average,2,14,18.89,12.75,10.18,7.21,1.22,6,15,H
13/03/10,Hull,Arsenal,poor,good,16,3,8.61,15.03,4.71,8.83,7.5,4.5,1.4,A
13/03/10,Stoke,Aston Villa,average,good,9,5,8.96,11.15,4.64,6.08,3.3,3.25,2.25,D
13/03/10,Tottenham,Blackburn,good,good,3,10,15.93,11.57,9.39,6.14,1.44,4.33,7.5,H
14/03/10,Man United,Fulham,good,good,2,9,16.48,10.71,9.31,5.86,1.22,6,15,H
14/03/10,Sunderland,Man City,average,good,13,4,9.89,11.59,5.46,6.26,3.6,3.4,2.1,D
15/03/10,Liverpool,Portsmouth,average,average,5,17,13.03,12.86,7.38,7.04,1.25,5.5,13,H
16/03/10,Wigan,Aston Villa,average,good,14,6,13.0,11.11,6.69,6.04,3.6,3.3,2.1,A
20/03/10,Arsenal,West Ham,good,poor,2,15,15.13,12.45,8.83,7.03,1.25,5.75,13,H
20/03/10,Aston Villa,Wolves,good,average,7,16,11.36,10.07,6.18,5.59,1.4,4.33,9,D
20/03/10,Everton,Bolton,average,good,8,12,13.07,12.23,7.79,6.23,1.53,3.8,7,H
20/03/10,Portsmouth,Hull,average,poor,17,16,12.66,8.55,6.9,4.62,2.2,3.2,3.5,H
20/03/10,Stoke,Tottenham,average,good,10,4,9.1,15.86,4.69,9.31,3.6,3.3,2.1,A
20/03/10,Sunderland,Birmingham,good,good,13,8,9.97,9.48,5.52,5.59,2.2,3.2,3.5,H
20/03/10,Wigan,Burnley,average,poor,13,15,12.9,10.47,6.67,5.8,1.73,3.6,5,H
21/03/10,Blackburn,Chelsea,average,good,11,3,11.52,19.0,6.17,10.34,7.5,4.33,1.44,D
21/03/10,Fulham,Man City,average,good,9,6,10.62,11.64,5.83,6.36,3.1,3.25,2.38,A
21/03/10,Man United,Liverpool,good,good,2,6,17.03,13.37,9.63,7.53,1.67,3.75,5.5,H
23/03/10,West Ham,Wolves,poor,average,17,16,12.3,9.97,6.93,5.53,1.8,3.6,4.5,A
24/03/10,Aston Villa,Sunderland,good,good,7,13,11.34,10.0,6.07,5.63,1.53,3.8,7,D
24/03/10,Blackburn,Birmingham,poor,average,11,8,11.4,9.87,6.1,5.87,2,3.25,4,H
24/03/10,Man City,Everton,good,good,5,7,11.72,13.23,6.45,7.9,1.83,3.5,4.33,A
24/03/10,Portsmouth,Chelsea,average,average,16,3,12.83,18.83,7.0,10.27,12,5,1.3,A
27/03/10,Birmingham,Arsenal,poor,good,8,3,9.81,14.94,5.84,8.71,7,4.2,1.5,D
27/03/10,Bolton,Man United,average,good,11,1,12.03,16.81,6.16,9.48,8.5,4.5,1.4,A
27/03/10,Chelsea,Aston Villa,good,good,2,5,18.87,11.33,10.29,6.0,1.4,4.75,8,H
27/03/10,Hull,Fulham,poor,poor,15,9,8.57,10.6,4.63,5.77,2.4,3.25,3,H
27/03/10,Tottenham,Portsmouth,good,average,4,16,15.87,12.74,9.3,6.97,1.2,6,17,H
27/03/10,West Ham,Stoke,poor,average,14,10,12.45,9.07,7.03,4.67,2.1,3.3,3.6,A
27/03/10,Wolves,Everton,good,good,13,7,9.81,13.13,5.48,7.87,3.8,3.4,2,D
28/03/10,Burnley,Blackburn,poor,average,15,10,10.55,11.32,5.87,6.13,2.5,3.25,2.88,A
28/03/10,Liverpool,Sunderland,average,good,6,12,13.06,10.0,7.35,5.61,1.3,5.25,11,H
29/03/10,Man City,Wigan,average,average,6,15,11.73,13.16,6.4,6.81,1.33,4.75,11,H
3/4/2010,Arsenal,Wolves,good,good,3,14,14.88,9.78,8.69,5.38,1.22,6,15,H
3/4/2010,Bolton,Aston Villa,average,average,13,6,12.09,11.19,6.28,5.97,2.88,3.25,2.5,A
3/4/2010,Burnley,Man City,poor,good,15,4,10.44,11.68,5.78,6.45,5,3.8,1.7,A
3/4/2010,Man United,Chelsea,good,good,1,2,16.69,18.69,9.44,10.31,2.63,3.2,2.75,A
3/4/2010,Portsmouth,Blackburn,average,good,17,9,12.59,11.34,6.84,6.09,3.3,3.3,2.25,D
3/4/2010,Stoke,Hull,average,average,10,15,9.16,8.52,4.74,4.61,1.8,3.5,4.5,H
3/4/2010,Sunderland,Tottenham,average,good,11,5,9.91,15.87,5.5,9.26,3.6,3.3,2.1,H
4/4/2010,Birmingham,Liverpool,poor,good,8,6,9.72,13.44,5.75,7.63,4.5,3.5,1.83,D
4/4/2010,Everton,West Ham,good,poor,8,14,13.41,12.59,8.03,7.03,1.44,4.33,7.5,D
4/4/2010,Fulham,Wigan,poor,average,11,13,10.65,13.03,5.87,6.69,2,3.4,3.8,H
10/4/2010,Hull,Burnley,average,poor,16,17,8.41,10.55,4.56,5.82,1.73,3.6,5,A
10/4/2010,West Ham,Sunderland,poor,average,15,12,12.52,9.94,6.97,5.64,2,3.4,3.8,H
11/4/2010,Blackburn,Man United,good,good,10,2,11.48,16.45,6.15,9.24,6.5,4,1.53,D
11/4/2010,Liverpool,Fulham,average,average,6,12,13.52,10.53,7.64,5.84,1.29,5,13,D
11/4/2010,Man City,Birmingham,good,average,4,9,11.94,9.67,6.69,5.67,1.4,4.5,8.5,H
11/4/2010,Wolves,Stoke,average,good,13,11,9.58,9.16,5.27,4.69,2.3,3.25,3.2,D
13/04/10,Chelsea,Bolton,good,poor,1,14,18.45,12.15,10.15,6.39,1.14,8,19,H
14/04/10,Aston Villa,Everton,average,good,7,8,11.25,13.3,6.06,7.94,2.25,3.3,3.3,D
14/04/10,Tottenham,Arsenal,good,good,5,3,15.75,15.12,9.25,8.82,3.25,3.3,2.25,H
14/04/10,Wigan,Portsmouth,average,poor,15,17,13.0,12.39,6.7,6.73,1.57,3.8,6.5,D
17/04/10,Birmingham,Hull,average,average,9,16,9.53,8.48,5.59,4.55,1.73,3.6,5,D
17/04/10,Blackburn,Everton,good,average,10,8,11.38,13.29,6.18,8.0,2.8,3.25,2.6,A
17/04/10,Fulham,Wolves,average,average,11,13,10.27,9.59,5.73,5.35,2.1,3.25,3.75,D
17/04/10,Man City,Man United,good,average,4,2,12.09,16.35,6.73,9.15,2.88,3.5,2.4,A
17/04/10,Stoke,Bolton,good,poor,10,13,9.15,12.0,4.58,6.26,2.1,3.25,3.75,A
17/04/10,Sunderland,Burnley,average,average,11,17,9.91,10.5,5.68,5.85,1.62,3.75,6,H
17/04/10,Tottenham,Chelsea,good,good,5,1,15.67,18.44,9.27,10.09,4,3.6,1.91,H
18/04/10,Portsmouth,Aston Villa,average,average,18,7,12.21,11.21,6.59,6.09,5.5,3.75,1.67,A
18/04/10,Wigan,Arsenal,poor,average,14,3,13.32,15.24,6.91,8.88,6.5,4,1.53,H
19/04/10,Liverpool,West Ham,good,average,7,14,13.65,12.44,7.68,6.94,1.33,5,10,H
21/04/10,Hull,Aston Villa,poor,good,15,7,8.56,11.24,4.53,6.18,3.5,3.4,2.1,A
24/04/10,Arsenal,Man City,average,good,3,5,15.11,11.97,8.86,6.68,2,3.5,3.75,D
24/04/10,Bolton,Portsmouth,average,average,12,17,12.03,12.31,6.31,6.74,1.53,4,6.5,D
24/04/10,Hull,Sunderland,poor,good,16,11,8.71,10.09,4.69,5.83,2.38,3.4,3,A
24/04/10,Man United,Tottenham,average,good,2,4,16.26,15.79,8.97,9.29,1.5,4.2,7,H
24/04/10,West Ham,Wigan,average,average,15,13,12.26,13.4,6.8,7.03,1.83,3.6,4.33,H
24/04/10,Wolves,Blackburn,average,average,14,11,9.46,11.49,5.23,6.29,2.2,3.25,3.4,D
25/04/10,Aston Villa,Birmingham,good,average,6,9,11.23,9.54,6.14,5.63,1.62,3.75,6,H
25/04/10,Burnley,Liverpool,average,good,15,6,10.46,13.74,5.8,7.69,5.5,4,1.62,A
25/04/10,Chelsea,Stoke,good,average,2,10,18.17,9.21,9.97,4.59,1.14,8,21,H
25/04/10,Everton,Fulham,good,good,7,10,13.23,10.29,7.89,5.68,1.36,4.5,10,H
1/5/2010,Birmingham,Burnley,poor,average,8,15,9.72,10.5,5.86,5.81,1.5,4.2,7,H
1/5/2010,Man City,Aston Villa,average,good,5,4,11.71,11.19,6.54,6.14,1.83,3.6,4.33,H
1/5/2010,Portsmouth,Wolves,average,average,16,12,12.33,9.58,6.72,5.22,2.38,3.25,3.1,H
1/5/2010,Stoke,Everton,poor,good,10,7,9.03,13.28,4.51,7.92,3.6,3.3,2.1,D
1/5/2010,Tottenham,Bolton,good,average,5,11,15.6,12.08,9.11,6.42,1.29,5.5,10,H
2/5/2010,Fulham,West Ham,average,good,11,14,10.23,12.17,5.69,6.81,2.38,3.25,3.1,H
2/5/2010,Liverpool,Chelsea,good,good,7,1,13.69,18.47,7.75,10.19,4,3.8,1.83,A
2/5/2010,Sunderland,Man United,good,good,11,2,10.08,16.22,5.81,8.94,9.5,4.75,1.36,A
3/5/2010,Blackburn,Arsenal,average,poor,11,3,11.5,14.94,6.33,8.72,3.5,3.4,2.1,H
3/5/2010,Wigan,Hull,average,poor,14,16,13.36,8.86,7.11,4.78,1.8,3.6,4.5,D
5/5/2010,Fulham,Stoke,average,poor,11,12,10.08,9.11,5.61,4.56,2.1,3.3,3.6,A
5/5/2010,Man City,Tottenham,average,good,5,4,11.86,15.86,6.69,9.19,2,3.4,3.8,A
9/5/2010,Arsenal,Fulham,poor,average,3,11,14.7,10.14,8.59,5.62,1.2,7,13,H
9/5/2010,Aston Villa,Blackburn,good,average,6,10,11.16,11.49,6.14,6.35,1.57,4,6,A
9/5/2010,Bolton,Birmingham,average,average,13,9,12.05,9.81,6.43,5.81,2.25,3.3,3.3,H
9/5/2010,Burnley,Tottenham,poor,good,19,4,10.54,15.7,5.84,9.11,7,4.2,1.5,H
9/5/2010,Chelsea,Wigan,good,average,1,14,18.38,13.35,10.22,7.11,1.1,10,23,H
9/5/2010,Everton,Portsmouth,good,average,8,19,13.22,12.32,7.95,6.76,1.29,5.5,11,H
9/5/2010,Hull,Liverpool,poor,good,18,7,8.78,13.51,4.73,7.59,6.5,3.8,1.57,D
9/5/2010,Man United,Stoke,good,average,2,10,16.16,9.0,8.95,4.49,1.13,8,23,H
9/5/2010,West Ham,Man City,average,average,16,5,12.03,11.81,6.76,6.65,4,3.6,1.91,D
9/5/2010,Wolves,Sunderland,average,good,15,12,9.81,10.08,5.38,5.7,2.25,3.4,3.25,H
14/08/10,Aston Villa,West Ham,average,average,6,16,11.29,12.03,6.29,6.79,2,3.3,4,H
14/08/10,Blackburn,Everton,good,good,8,7,11.42,13.42,6.26,8.08,2.88,3.25,2.5,H
14/08/10,Bolton,Fulham,average,average,13,11,12.11,10.0,6.47,5.53,2.2,3.3,3.4,D
14/08/10,Chelsea,West Brom,good,average,1,18,18.34,0.0,10.21,0.0,1.17,7,17,H
14/08/10,Sunderland,Birmingham,average,average,11,9,10.11,9.82,5.68,5.79,2.1,3.3,3.6,D
14/08/10,Tottenham,Man City,good,average,4,5,15.71,11.95,9.16,6.63,2.4,3.3,3,D
14/08/10,Wigan,Blackpool,poor,average,15,19,13.11,0.0,7.0,0.0,1.83,3.5,4.5,A
14/08/10,Wolves,Stoke,average,average,14,11,9.92,8.87,5.42,4.47,2.3,3.25,3.2,H
15/08/10,Liverpool,Arsenal,average,average,7,3,13.66,14.74,7.58,8.66,2.5,3.25,2.88,D
16/08/10,Man United,Newcastle,good,average,2,20,16.21,0.0,9.05,0.0,1.25,5.5,15,H
21/08/10,Arsenal,Blackpool,average,good,3,19,14.72,9.0,8.62,7.0,1.17,7,19,H
21/08/10,Birmingham,Blackburn,average,good,10,9,9.9,11.31,5.82,6.15,2.2,3.25,3.4,H
21/08/10,Everton,Wolves,average,good,8,13,13.51,10.0,8.18,5.46,1.5,4,7,D
21/08/10,Stoke,Tottenham,average,average,11,4,8.9,15.87,4.51,9.38,3.4,3.3,2.2,A
21/08/10,West Brom,Sunderland,poor,poor,20,12,10.0,10.0,4.0,5.59,2.5,3.25,2.88,H
21/08/10,West Ham,Bolton,poor,average,16,14,12.03,12.13,6.67,6.54,2.25,3.3,3.25,A
21/08/10,Wigan,Chelsea,poor,good,15,1,13.05,18.33,6.97,10.28,15,6,1.22,A
22/08/10,Fulham,Man United,poor,good,11,2,10.05,16.26,5.56,9.08,6,4,1.57,D
22/08/10,Newcastle,Aston Villa,poor,average,21,6,7.0,11.59,3.0,6.41,3.2,3.25,2.3,H
23/08/10,Man City,Liverpool,average,average,5,7,11.92,13.49,6.64,7.49,2.38,3.25,3.1,H
28/08/10,Blackburn,Arsenal,good,good,10,3,11.2,15.0,6.05,8.8,6,4,1.57,A
28/08/10,Blackpool,Fulham,average,average,20,11,6.0,10.2,4.0,5.63,3.2,3.25,2.3,D
28/08/10,Chelsea,Stoke,good,poor,1,12,18.13,9.05,10.22,4.65,1.11,9,23,H
28/08/10,Man United,West Ham,good,poor,2,17,16.2,12.15,9.03,6.75,1.14,8,19,H
28/08/10,Tottenham,Wigan,average,poor,4,16,15.65,13.15,9.3,7.1,1.25,5.75,13,A
28/08/10,Wolves,Newcastle,good,average,15,21,9.97,13.5,5.42,8.5,2.4,3.2,3.1,D
29/08/10,Aston Villa,Everton,average,average,6,8,11.38,13.53,6.28,8.13,2.5,3.25,2.88,H
29/08/10,Bolton,Birmingham,good,average,14,9,12.13,9.9,6.58,5.85,2.1,3.3,3.6,D
29/08/10,Liverpool,West Brom,average,average,7,21,13.47,10.5,7.47,4.5,1.22,6,15,H
29/08/10,Sunderland,Man City,poor,good,13,5,10.0,11.82,5.55,6.55,4.5,3.5,1.83,H
11/9/2010,Arsenal,Bolton,good,good,3,14,14.98,12.1,8.8,6.61,1.25,5.5,13,H
11/9/2010,Everton,Man United,poor,good,8,2,13.56,16.24,8.15,9.07,4.2,3.4,1.91,D
11/9/2010,Fulham,Wolves,average,good,11,15,10.24,9.85,5.66,5.34,1.83,3.5,4.5,H
11/9/2010,Man City,Blackburn,average,average,5,10,11.76,11.29,6.56,6.07,1.33,5,10,D
11/9/2010,Newcastle,Blackpool,average,average,20,20,12.67,8.67,7.67,4.33,1.57,4,6,A
11/9/2010,West Brom,Tottenham,average,average,22,4,11.67,15.56,4.67,9.24,3.75,3.25,2.1,D
11/9/2010,West Ham,Chelsea,poor,good,17,1,12.02,18.05,6.63,10.12,10,5,1.33,A
11/9/2010,Wigan,Sunderland,average,average,16,12,13.15,10.05,7.05,5.51,2.5,3.25,2.88,D
12/9/2010,Birmingham,Liverpool,good,average,9,7,9.88,13.41,5.83,7.46,3.1,3.2,2.4,D
13/09/10,Stoke,Aston Villa,poor,good,13,6,9.05,11.39,4.61,6.27,2.5,3.25,2.88,H
18/09/10,Aston Villa,Bolton,average,average,6,14,11.36,11.98,6.26,6.6,1.8,3.6,4.5,D
18/09/10,Blackburn,Fulham,poor,good,10,11,11.12,10.31,5.98,5.67,2,3.3,4,D
18/09/10,Everton,Newcastle,average,average,8,21,13.79,13.5,8.29,9.0,1.62,3.75,6,A
18/09/10,Stoke,West Ham,average,poor,12,17,9.31,12.05,4.79,6.64,1.91,3.4,4.2,D
18/09/10,Sunderland,Arsenal,average,good,13,3,9.9,15.17,5.43,8.93,5.5,3.7,1.67,D
18/09/10,Tottenham,Wolves,average,average,4,15,15.57,9.71,9.24,5.26,1.4,4.5,8.5,H
18/09/10,West Brom,Birmingham,average,good,21,9,12.5,10.0,5.5,5.76,2.25,3.3,3.25,H
19/09/10,Chelsea,Blackpool,good,average,1,20,18.02,8.25,10.1,4.25,1.1,9,26,H
19/09/10,Man United,Liverpool,good,average,2,7,16.17,13.43,9.05,7.48,1.7,3.5,5.5,H
19/09/10,Wigan,Man City,average,average,16,5,13.24,11.95,6.98,6.74,5,3.6,1.73,A
25/09/10,Arsenal,West Brom,good,average,3,20,15.19,13.2,8.88,6.4,1.22,6,15,A
25/09/10,Birmingham,Wigan,average,average,9,16,9.91,13.14,5.7,6.88,1.83,3.5,4.5,D
25/09/10,Blackpool,Blackburn,average,average,21,10,8.8,11.07,4.2,5.95,3.2,3.25,2.3,A
25/09/10,Fulham,Everton,good,poor,11,8,10.28,13.6,5.63,8.16,2.75,3.2,2.63,D
25/09/10,Liverpool,Sunderland,average,good,7,13,13.28,10.05,7.33,5.42,1.44,4.33,7.5,D
25/09/10,Man City,Chelsea,average,good,5,1,11.93,18.23,6.7,10.21,3.6,3.3,2.1,H
25/09/10,West Ham,Tottenham,poor,average,15,4,12.07,15.67,6.63,9.28,3.5,3.4,2.1,H
26/09/10,Bolton,Man United,average,good,12,2,12.0,16.16,6.6,9.0,7.5,4,1.5,D
26/09/10,Newcastle,Stoke,average,average,19,11,12.6,9.3,8.0,4.74,1.91,3.4,4.2,A
26/09/10,Wolves,Aston Villa,poor,average,13,5,9.6,11.4,5.19,6.26,2.88,3.25,2.5,A
2/10/2010,Birmingham,Everton,average,average,9,7,9.91,13.64,5.66,8.14,2.88,3.1,2.63,A
2/10/2010,Stoke,Blackburn,good,good,10,8,9.27,11.11,4.68,6.0,2.25,3.2,3.4,H
2/10/2010,Sunderland,Man United,average,good,11,2,10.05,16.07,5.32,8.93,5,3.5,1.75,D
2/10/2010,Tottenham,Aston Villa,average,average,4,5,15.7,11.36,9.32,6.3,1.91,3.5,4,H
2/10/2010,West Brom,Bolton,good,average,19,13,12.17,12.07,6.17,6.66,2.1,3.25,3.75,D
2/10/2010,West Ham,Fulham,average,good,16,11,12.3,10.32,6.82,5.55,2.25,3.25,3.3,D
2/10/2010,Wigan,Wolves,average,poor,15,14,13.23,9.7,6.95,5.34,2.25,3.25,3.3,H
3/10/2010,Chelsea,Arsenal,good,average,1,3,18.16,15.39,10.07,8.95,1.73,3.6,5,H
3/10/2010,Liverpool,Blackpool,average,average,7,20,13.27,9.17,7.27,4.83,1.33,5,10,A
3/10/2010,Man City,Newcastle,good,average,5,21,11.84,12.33,6.68,7.83,1.44,4,8.5,H
16/10/10,Arsenal,Birmingham,poor,poor,3,9,15.33,9.82,8.87,5.6,1.29,5.5,11,H
16/10/10,Aston Villa,Chelsea,average,good,5,1,11.4,18.0,6.24,9.98,5,3.6,1.73,D
16/10/10,Bolton,Stoke,average,good,12,9,12.02,9.47,6.62,4.82,2.2,3.2,3.5,H
16/10/10,Fulham,Tottenham,average,good,10,4,10.47,15.78,5.53,9.33,2.88,3.25,2.5,A
16/10/10,Man United,West Brom,good,good,2,19,15.93,12.86,8.82,6.57,1.25,5.75,12,D
16/10/10,Newcastle,Wigan,average,average,21,14,11.71,13.47,7.29,7.18,1.83,3.5,4.5,D
16/10/10,Wolves,West Ham,poor,good,15,16,9.53,12.29,5.22,6.78,2.25,3.2,3.4,D
17/10/10,Blackpool,Man City,average,good,20,5,9.43,11.78,5.14,6.64,5.5,4,1.62,A
17/10/10,Everton,Liverpool,average,poor,7,6,13.58,13.4,8.09,7.33,2.4,3.25,3,H
18/10/10,Blackburn,Sunderland,average,average,8,11,11.02,10.13,5.96,5.38,2.1,3.3,3.6,D
23/10/10,Birmingham,Blackpool,poor,average,9,19,9.74,10.25,5.57,5.13,1.83,3.6,4.33,H
23/10/10,Chelsea,Wolves,average,poor,1,15,17.89,9.52,9.89,5.22,1.13,8.5,19,H
23/10/10,Sunderland,Aston Villa,average,average,12,5,10.26,11.39,5.41,6.22,2.4,3.25,3,H
23/10/10,Tottenham,Everton,good,good,4,6,15.74,13.48,9.26,8.04,2.1,3.25,3.75,D
23/10/10,West Brom,Fulham,good,average,20,13,12.13,10.48,6.0,5.52,2.2,3.25,3.4,H
23/10/10,West Ham,Newcastle,good,poor,17,22,12.22,11.38,6.78,6.88,2.38,3.25,3.1,A
23/10/10,Wigan,Bolton,good,good,15,14,13.35,12.0,7.11,6.61,2.38,3.25,3.1,D
24/10/10,Liverpool,Blackburn,poor,average,8,10,13.43,10.98,7.37,5.89,1.67,3.6,5.5,H
24/10/10,Man City,Arsenal,good,average,5,3,11.8,15.39,6.67,8.96,2.5,3.2,2.9,A
24/10/10,Stoke,Man United,good,average,11,2,9.43,15.93,4.78,8.83,5.5,3.75,1.67,A
30/10/10,Arsenal,West Ham,good,average,3,17,15.32,12.06,8.94,6.66,1.17,7,17,H
30/10/10,Blackburn,Chelsea,poor,good,10,1,10.83,17.87,5.81,9.89,7.5,4.33,1.44,A
30/10/10,Everton,Stoke,good,average,8,11,13.34,9.36,7.94,4.72,1.57,3.75,6.5,H
30/10/10,Fulham,Wigan,poor,good,13,15,10.45,13.38,5.47,7.15,1.91,3.4,4.2,H
30/10/10,Man United,Tottenham,good,good,2,4,15.85,15.68,8.74,9.23,1.57,4,6,H
30/10/10,Wolves,Man City,poor,good,16,5,9.57,11.74,5.3,6.66,5.5,3.4,1.73,H
31/10/10,Aston Villa,Birmingham,poor,average,6,9,11.38,9.89,6.23,5.62,1.8,3.6,4.5,D
31/10/10,Bolton,Liverpool,good,average,14,8,11.94,13.51,6.51,7.43,3.4,3.25,2.2,A
31/10/10,Newcastle,Sunderland,average,good,21,13,11.56,10.32,7.0,5.43,2.2,3.2,3.5,H
1/11/2010,Blackpool,West Brom,average,good,22,20,10.67,12.33,5.22,6.11,2.9,3.25,2.5,H
6/11/2010,Birmingham,West Ham,average,poor,9,17,9.9,11.94,5.63,6.58,1.91,3.4,4.2,D
6/11/2010,Blackburn,Wigan,poor,average,10,16,10.88,13.27,5.81,7.06,1.8,3.6,4.5,H
6/11/2010,Blackpool,Everton,average,good,21,8,11.7,13.44,5.5,7.98,4.5,3.6,1.8,D
6/11/2010,Bolton,Tottenham,average,average,12,4,11.98,15.58,6.58,9.15,3,3.3,2.4,H
6/11/2010,Fulham,Aston Villa,average,average,9,6,10.54,11.29,5.54,6.17,2.2,3.25,3.4,D
6/11/2010,Man United,Wolves,good,average,2,13,15.9,9.58,8.77,5.31,1.22,6,15,H
6/11/2010,Sunderland,Stoke,average,poor,11,10,10.33,9.35,5.42,4.65,2.1,3.2,3.75,H
7/11/2010,Arsenal,Newcastle,good,good,3,18,15.42,12.0,9.02,7.5,1.29,5.5,11,A
7/11/2010,Liverpool,Chelsea,good,good,7,1,13.44,17.83,7.35,9.88,3.8,3.4,2,H
7/11/2010,West Brom,Man City,average,average,19,5,12.3,11.85,6.0,6.71,3.6,3.3,2.1,A
9/11/2010,Stoke,Birmingham,poor,good,11,9,9.39,9.86,4.65,5.61,2.1,3.2,3.75,H
9/11/2010,Tottenham,Sunderland,poor,good,5,11,15.49,10.41,9.08,5.45,1.53,4,6.5,D
10/11/2010,Aston Villa,Blackpool,average,average,7,20,11.37,11.64,6.2,5.73,1.62,3.75,6,H
10/11/2010,Chelsea,Fulham,good,average,1,11,17.69,10.61,9.82,5.63,1.2,6.5,15,H
10/11/2010,Everton,Bolton,good,average,8,12,13.57,12.1,8.1,6.61,1.62,3.75,6,D
10/11/2010,Man City,Man United,average,good,4,2,11.8,15.86,6.67,8.8,2.63,3.25,2.75,D
10/11/2010,Newcastle,Blackburn,good,average,18,9,11.55,10.86,7.0,5.76,1.91,3.4,4.2,A
10/11/2010,West Ham,West Brom,poor,average,16,20,12.02,12.36,6.61,6.09,2.3,3.25,3.2,D
10/11/2010,Wigan,Liverpool,poor,good,15,7,13.33,13.35,7.12,7.35,4.75,3.6,1.75,D
10/11/2010,Wolves,Arsenal,average,good,14,3,9.55,15.33,5.33,9.0,5.5,3.6,1.67,A
13/11/10,Aston Villa,Man United,good,good,6,2,11.52,15.68,6.32,8.7,4.5,3.6,1.8,D
13/11/10,Man City,Birmingham,average,average,4,10,11.68,9.94,6.62,5.7,1.4,4.5,8.5,D
13/11/10,Newcastle,Fulham,good,average,18,12,11.33,10.5,6.67,5.58,1.91,3.4,4.2,D
13/11/10,Stoke,Liverpool,average,good,11,7,9.58,13.24,4.8,7.26,3.75,3.25,2.1,H
13/11/10,Tottenham,Blackburn,poor,good,5,9,15.58,10.78,9.14,5.74,1.57,3.8,6.5,H
13/11/10,West Ham,Blackpool,average,average,13,18,11.94,11.67,6.58,5.75,1.91,3.6,4,D
13/11/10,Wigan,West Brom,poor,poor,12,17,13.26,12.5,7.14,6.08,2.5,3.25,2.88,H
13/11/10,Wolves,Bolton,average,average,13,11,9.64,12.06,5.36,6.58,2.4,3.1,3.2,A
14/11/10,Chelsea,Sunderland,good,average,1,10,17.72,10.36,9.82,5.42,1.22,5.75,15,A
14/11/10,Everton,Arsenal,good,good,7,3,13.76,15.26,8.18,8.98,3.4,3.3,2.2,A
20/11/10,Arsenal,Tottenham,good,average,3,4,15.22,15.67,8.96,9.2,1.62,4,5.5,A
