Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,B365H,B365D,B365A,FTR
9/2/2013,Chelsea,Wigan,average,average,3,15,14.64,11.48,8.48,6.08,1.36,5.5,9.5,H
9/2/2013,Norwich,Fulham,average,average,11,11,10.16,12.12,5.32,6.88,2.3,3.4,3.4,D
9/2/2013,Southampton,Man City,average,good,12,2,11.96,16.2,6.28,9.4,5.75,4,1.67,H
9/2/2013,Stoke,Reading,poor,good,9,12,8.48,8.72,4.4,4.52,1.91,3.5,4.6,H
9/2/2013,Sunderland,Arsenal,average,good,11,6,10.28,14.2,6.12,8.28,4.5,3.6,1.91,A
9/2/2013,Swansea,QPR,average,average,8,15,12.88,11.84,7.48,6.56,1.83,3.75,4.75,H
9/2/2013,Tottenham,Newcastle,good,good,4,13,16.76,13.24,10.4,7.24,1.67,4,5.75,H
10/2/2013,Aston Villa,West Ham,average,average,15,11,10.08,11.6,5.8,6.68,2.63,3.4,2.88,H
10/2/2013,Man United,Everton,good,good,1,6,14.04,15.56,8.44,8.84,1.75,3.9,5,H
11/2/2013,Liverpool,West Brom,good,poor,8,9,17.16,11.92,9.32,6.56,1.4,5,9,A
17/02/13,Liverpool,Swansea,average,average,8,7,17.38,12.88,9.5,7.65,1.57,4.4,6,H
23/02/13,Arsenal,Aston Villa,good,average,5,13,14.35,9.96,8.31,5.65,1.33,5.5,11,H
23/02/13,Fulham,Stoke,average,average,11,9,11.92,8.65,6.81,4.62,2.2,3.3,3.75,H
23/02/13,Norwich,Everton,average,average,12,6,10.35,15.31,5.42,8.81,3.8,3.5,2.1,H
23/02/13,QPR,Man United,average,good,17,1,11.92,13.88,6.62,8.35,7,4.33,1.53,A
23/02/13,Reading,Wigan,average,average,15,16,8.58,11.54,4.5,6.23,2.63,3.4,2.88,A
23/02/13,West Brom,Sunderland,average,poor,8,12,11.62,10.35,6.42,6.15,2.05,3.5,4,H
24/02/13,Man City,Chelsea,average,average,2,3,15.85,15.04,9.19,8.81,1.95,3.6,4.33,H
24/02/13,Newcastle,Southampton,good,average,14,14,13.08,12.0,7.23,6.31,2.2,3.5,3.2,H
25/02/13,West Ham,Tottenham,average,good,12,4,11.65,16.73,6.69,10.35,3.6,3.5,2.15,A
2/3/2013,Chelsea,West Brom,average,good,4,7,14.63,11.81,8.52,6.44,1.4,5,9,H
2/3/2013,Everton,Reading,poor,average,6,16,15.15,8.52,8.67,4.37,1.38,5,10,H
2/3/2013,Man United,Norwich,good,good,1,11,13.85,10.33,8.33,5.56,1.33,5.5,11,H
2/3/2013,Southampton,QPR,average,poor,14,17,11.96,11.93,6.33,6.56,1.85,3.8,4.5,A
2/3/2013,Stoke,West Ham,average,average,10,12,8.59,11.52,4.52,6.67,2.15,3.25,4,A
2/3/2013,Sunderland,Fulham,poor,average,13,11,10.33,12.22,6.15,6.89,2.4,3.3,3.3,D
2/3/2013,Swansea,Newcastle,average,good,9,12,12.56,13.0,7.48,7.15,2.1,3.6,3.75,H
2/3/2013,Wigan,Liverpool,average,average,13,8,11.63,17.96,6.3,9.81,4.5,3.75,1.85,A
3/3/2013,Tottenham,Arsenal,good,good,4,5,17.04,14.7,10.56,8.52,2.3,3.6,3.25,H
4/3/2013,Aston Villa,Man City,average,average,13,2,9.78,15.81,5.56,9.26,7.5,4.5,1.44,A
9/3/2013,Norwich,Southampton,average,average,10,12,10.0,12.14,5.39,6.43,2.5,3.4,3,D
9/3/2013,QPR,Sunderland,average,poor,14,10,11.68,10.39,6.43,6.14,2.25,3.4,3.5,H
9/3/2013,Reading,Aston Villa,poor,average,13,12,8.64,9.79,4.43,5.54,2.45,3.4,3.1,A
9/3/2013,West Brom,Swansea,good,good,8,8,11.68,12.46,6.36,7.46,2.45,3.3,3.2,H
10/3/2013,Liverpool,Tottenham,good,good,8,3,17.61,16.82,9.71,10.36,1.95,3.8,4,H
10/3/2013,Newcastle,Stoke,average,average,10,9,13.04,8.64,7.14,4.43,1.83,3.7,4.8,H
16/03/13,Aston Villa,QPR,average,good,12,14,10.07,11.79,5.59,6.48,2.3,3.4,3.4,H
16/03/13,Everton,Man City,average,good,6,2,15.25,15.96,8.79,9.36,3.9,3.6,2.05,H
16/03/13,Man United,Reading,good,poor,1,14,13.82,8.69,8.39,4.41,1.17,9,19,H
16/03/13,Southampton,Liverpool,poor,good,12,7,12.24,17.34,6.45,9.52,4.2,3.8,1.91,H
16/03/13,Stoke,West Brom,poor,good,10,8,8.59,11.69,4.41,6.34,2.5,3.3,3.1,D
16/03/13,Swansea,Arsenal,average,good,9,6,12.34,14.54,7.34,8.43,3.4,3.5,2.25,A
17/03/13,Chelsea,West Ham,good,average,4,11,15.0,11.46,8.89,6.68,1.4,5,9,H
17/03/13,Sunderland,Norwich,poor,average,13,11,10.28,9.76,6.03,5.28,2.05,3.5,4,D
17/03/13,Tottenham,Fulham,good,good,4,11,16.76,12.04,10.31,6.79,1.5,4.5,7.5,A
17/03/13,Wigan,Newcastle,average,good,15,12,11.75,13.07,6.46,7.1,2.3,3.4,3.4,H
30/03/13,Arsenal,Reading,good,poor,5,16,14.55,8.57,8.52,4.3,1.25,6.5,15,H
30/03/13,Everton,Stoke,good,poor,6,11,15.1,8.73,8.66,4.43,1.57,3.9,7.5,H
30/03/13,Man City,Newcastle,good,average,2,12,16.0,12.93,9.41,7.0,1.33,5.5,11,H
30/03/13,Southampton,Chelsea,average,good,13,3,12.4,15.31,6.63,9.07,3.5,3.5,2.2,H
30/03/13,Sunderland,Man United,average,good,13,1,10.47,13.93,6.1,8.38,6,4,1.65,A
30/03/13,Swansea,Tottenham,average,average,9,4,12.23,16.6,7.17,10.17,3.4,3.4,2.3,A
30/03/13,West Ham,West Brom,average,average,12,8,11.59,11.6,6.76,6.3,2.3,3.4,3.4,H
30/03/13,Wigan,Norwich,good,average,15,11,11.79,9.67,6.59,5.2,1.95,3.6,4.33,H
31/03/13,Aston Villa,Liverpool,good,good,14,7,10.07,17.03,5.6,9.4,5,4,1.75,A
1/4/2013,Fulham,QPR,good,good,10,15,11.83,12.0,6.62,6.63,2,3.6,4,H
6/4/2013,Norwich,Swansea,average,poor,12,9,9.65,12.19,5.19,7.03,2.63,3.3,2.9,D
6/4/2013,Reading,Southampton,poor,good,17,13,8.42,12.42,4.23,6.68,3.3,3.6,2.25,A
6/4/2013,Stoke,Aston Villa,poor,good,14,17,8.77,10.06,4.45,5.65,2.1,3.4,4,A
6/4/2013,West Brom,Arsenal,average,good,8,5,11.77,14.83,6.45,8.7,4.1,3.7,1.95,A
7/4/2013,Chelsea,Sunderland,good,poor,5,16,15.03,10.42,8.9,6.03,1.36,5,11,H
7/4/2013,Liverpool,West Ham,good,good,7,12,17.0,11.67,9.48,6.8,1.36,5.5,9,D
7/4/2013,Newcastle,Fulham,average,good,14,10,12.68,11.73,6.81,6.57,2.1,3.5,3.8,H
7/4/2013,QPR,Wigan,average,good,18,17,12.23,11.83,6.77,6.57,2.38,3.4,3.25,D
7/4/2013,Tottenham,Everton,average,good,4,6,16.35,15.1,10.06,8.67,2.2,3.4,3.6,D
8/4/2013,Man United,Man City,good,good,1,2,13.8,16.1,8.3,9.47,2.3,3.5,3.3,A
13/04/13,Arsenal,Norwich,good,average,4,12,14.71,9.72,8.61,5.31,1.25,6.5,14,H
13/04/13,Aston Villa,Fulham,good,good,14,9,10.09,11.52,5.72,6.45,2.3,3.3,3.5,D
13/04/13,Everton,QPR,good,poor,5,15,14.9,12.03,8.55,6.63,1.44,4.75,8,H
13/04/13,Reading,Liverpool,poor,average,16,6,8.41,17.06,4.19,9.56,8,4.75,1.45,D
13/04/13,Southampton,West Ham,good,average,10,10,12.41,11.61,6.59,6.71,1.91,3.75,4.2,D
14/04/13,Newcastle,Sunderland,average,poor,11,14,12.91,10.31,6.91,5.94,1.95,3.5,4.5,A
14/04/13,Stoke,Man United,poor,good,13,1,8.69,13.87,4.38,8.26,7,3.9,1.6,A
16/04/13,Arsenal,Everton,good,good,3,5,14.56,14.88,8.56,8.59,1.75,3.9,5,D
17/04/13,Fulham,Chelsea,average,good,9,4,11.41,15.0,6.34,8.84,4.75,3.8,1.8,A
17/04/13,Man City,Wigan,good,good,2,15,15.87,11.97,9.32,6.68,1.25,6.5,14,H
17/04/13,West Ham,Man United,good,good,11,1,11.44,13.72,6.63,8.09,5.5,3.9,1.7,D
20/04/13,Fulham,Arsenal,poor,good,10,4,11.39,14.42,6.36,8.48,5,4,1.75,A
20/04/13,Norwich,Reading,poor,poor,14,17,9.58,8.36,5.3,4.21,1.75,3.8,5.25,H
20/04/13,QPR,Stoke,poor,poor,16,14,11.91,8.82,6.58,4.36,2.25,3.4,3.5,A
20/04/13,Sunderland,Everton,average,good,15,6,10.24,14.73,5.97,8.48,3.4,3.4,2.3,H
20/04/13,Swansea,Southampton,poor,good,9,12,12.31,12.48,7.09,6.73,2.38,3.5,3.1,D
20/04/13,West Brom,Newcastle,poor,average,8,14,11.91,12.97,6.41,6.97,2.25,3.5,3.4,D
20/04/13,West Ham,Wigan,average,average,11,15,11.39,11.84,6.55,6.66,2.3,3.5,3.3,H
21/04/13,Liverpool,Chelsea,good,good,7,4,17.33,14.94,9.73,8.88,2.15,3.6,3.6,D
21/04/13,Tottenham,Man City,average,good,5,2,16.44,15.69,10.06,9.16,3.25,3.6,2.3,H
22/04/13,Man United,Aston Villa,average,average,1,14,13.76,10.24,8.12,5.76,1.25,6.75,13,H
27/04/13,Everton,Fulham,average,poor,6,10,14.53,11.26,8.38,6.32,1.5,4.5,7.5,H
27/04/13,Man City,West Ham,good,good,2,9,15.55,11.56,9.09,6.68,1.29,6,12,H
27/04/13,Newcastle,Liverpool,average,average,13,7,12.88,17.5,6.94,9.79,2.88,3.6,2.5,A
27/04/13,Southampton,West Brom,good,poor,11,8,12.38,11.79,6.68,6.33,1.85,3.75,4.6,A
27/04/13,Stoke,Norwich,average,average,13,12,8.88,9.85,4.35,5.41,2.25,3.3,3.6,H
27/04/13,Wigan,Tottenham,poor,good,15,5,12.03,16.27,6.76,10.0,3.8,3.6,2.05,D
28/04/13,Arsenal,Man United,good,good,3,1,14.29,13.65,8.44,8.03,2.25,3.6,3.3,D
28/04/13,Chelsea,Swansea,good,average,4,8,14.76,12.36,8.79,7.09,1.36,5.5,9,H
28/04/13,Reading,QPR,poor,poor,16,16,8.53,12.29,4.26,6.71,2.55,3.5,2.88,D
29/04/13,Aston Villa,Sunderland,average,good,14,13,10.18,10.18,5.74,5.91,2.3,3.4,3.4,H
4/5/2013,Fulham,Reading,poor,average,10,15,11.11,8.66,6.2,4.34,1.73,3.9,5.25,A
4/5/2013,Norwich,Aston Villa,average,average,12,13,9.71,10.4,5.26,6.0,2.55,3.3,3,A
4/5/2013,QPR,Arsenal,poor,good,16,4,12.37,14.43,6.66,8.57,8,4.75,1.44,A
4/5/2013,Swansea,Man City,average,good,9,2,12.32,15.56,7.12,9.12,5.25,3.8,1.75,D
4/5/2013,Tottenham,Southampton,good,average,5,12,16.21,12.49,9.91,6.6,1.44,4.75,8,H
4/5/2013,West Brom,Wigan,average,poor,7,14,11.76,11.85,6.41,6.68,2.45,3.5,3,A
4/5/2013,West Ham,Newcastle,average,poor,9,13,11.49,12.66,6.66,6.77,2.38,3.4,3.25,D
5/5/2013,Liverpool,Everton,good,average,6,5,17.31,14.6,9.8,8.43,1.95,3.6,4.2,D
5/5/2013,Man United,Chelsea,good,good,1,4,13.54,14.94,7.94,8.94,2.2,3.5,3.5,A
6/5/2013,Sunderland,Stoke,good,good,13,10,10.09,8.97,5.86,4.34,2.1,3.3,4,D
7/5/2013,Man City,West Brom,average,average,2,8,15.46,11.91,9.09,6.54,1.4,5,9,H
7/5/2013,Wigan,Swansea,average,average,14,9,11.89,12.17,6.71,6.94,1.83,3.75,4.75,A
8/5/2013,Chelsea,Tottenham,good,good,3,5,14.94,15.94,8.86,9.74,1.95,3.75,4,D
11/5/2013,Aston Villa,Chelsea,good,good,12,3,10.44,14.94,6.0,8.83,4.5,3.8,1.85,A
12/5/2013,Everton,West Ham,average,average,6,10,14.5,11.42,8.31,6.56,1.5,4.5,7.5,H
12/5/2013,Fulham,Liverpool,poor,good,12,7,11.31,17.28,6.39,9.75,3.9,3.6,2.05,A
12/5/2013,Man United,Swansea,average,average,1,9,13.44,12.11,7.83,6.92,1.3,5.75,12,H
12/5/2013,Norwich,West Brom,average,average,14,8,9.69,12.14,5.22,6.67,2.2,3.4,3.6,H
12/5/2013,QPR,Newcastle,poor,average,17,14,12.42,12.61,6.64,6.75,3.4,3.4,2.3,A
12/5/2013,Stoke,Tottenham,good,good,11,5,9.03,15.86,4.42,9.64,4.5,3.6,1.91,A
12/5/2013,Sunderland,Southampton,average,poor,14,13,10.19,12.42,5.89,6.58,2.8,3.2,2.8,D
14/05/13,Arsenal,Wigan,good,average,5,14,14.39,11.94,8.64,6.83,1.4,5.5,8,H
14/05/13,Reading,Man City,average,good,15,2,8.97,15.61,4.58,9.08,6,4.33,1.6,A
19/05/13,Chelsea,Everton,good,good,3,6,14.84,14.73,8.81,8.43,1.7,4,5.5,H
19/05/13,Liverpool,QPR,good,poor,7,16,17.35,12.3,9.86,6.54,1.25,7,12,H
19/05/13,Man City,Norwich,good,average,2,11,15.92,9.73,9.38,5.3,1.33,5.5,11,A
19/05/13,Newcastle,Arsenal,average,good,12,4,12.54,14.51,6.76,8.73,6,4.6,1.55,A
19/05/13,Southampton,Stoke,poor,average,13,12,12.49,8.95,6.68,4.38,1.75,3.8,5.25,D
19/05/13,Swansea,Fulham,average,poor,9,14,11.92,11.27,6.78,6.43,1.8,3.8,4.75,A
19/05/13,Tottenham,Sunderland,good,average,5,15,16.05,10.05,9.78,5.86,1.29,6,12,H
19/05/13,West Brom,Man United,poor,average,8,1,12.03,13.51,6.62,7.86,4.5,3.9,1.83,D
19/05/13,West Ham,Reading,poor,average,11,17,11.3,9.03,6.43,4.65,1.67,4,5.75,H
19/05/13,Wigan,Aston Villa,average,good,16,14,11.89,10.49,6.78,6.03,2.15,3.6,3.6,D
