Date,HomeTeam,AwayTeam,FormH,FormA,PositionH,PositionA,HSPG,ASPG,HSTPG,ASTPG,MatchRating,GoalDiff,B365H,B365D,B365A,FTR
20/09/09,Chelsea,Tottenham,good,good,1,2,20.6,16.6,10.4,10.8,H,4,1.5,4,7,H
20/09/09,Everton,Blackburn,average,average,8,7,14.25,16.75,9.0,8.25,A,-5,1.8,3.3,5,H
20/09/09,Man United,Man City,good,good,2,2,17.4,11.5,11.2,7.5,D,2,1.57,4,6,H
20/09/09,Wolves,Fulham,poor,average,8,7,14.2,8.25,7.6,3.75,D,-2,2.5,3.25,2.88,H
26/09/09,Birmingham,Bolton,average,average,6,8,9.83,12.8,6.17,5.8,D,1,2.2,3.25,3.4,A
26/09/09,Blackburn,Aston Villa,average,good,8,3,14.8,9.2,7.4,4.6,A,-9,3.1,3.25,2.38,H
26/09/09,Fulham,Arsenal,average,average,7,4,7.2,17.0,3.2,9.6,A,-12,6.5,4,1.53,A
26/09/09,Liverpool,Hull,good,poor,3,8,19.5,9.17,12.17,5.83,H,15,1.14,7.5,23,H
26/09/09,Portsmouth,Everton,poor,good,9,7,13.83,15.0,6.83,9.4,A,-6,4.2,3.4,1.91,A
26/09/09,Stoke,Man United,average,good,5,2,9.67,18.0,4.33,11.17,A,-11,8.5,4.5,1.4,A
26/09/09,Tottenham,Burnley,average,average,3,4,15.33,7.33,9.67,2.83,H,7,1.33,5,10,H
26/09/09,Wigan,Chelsea,average,good,7,1,13.33,21.33,6.17,11.17,A,-20,10,5,1.33,H
27/09/09,Sunderland,Wolves,average,average,4,6,9.33,13.83,6.0,7.0,D,3,1.73,3.6,5,H
28/09/09,Man City,West Ham,good,poor,3,8,11.2,12.8,7.2,7.2,H,6,1.44,4.33,7.5,H
3/10/2009,Bolton,Tottenham,good,average,6,2,12.33,15.71,5.5,10.0,A,-7,3.8,3.6,1.95,D
3/10/2009,Burnley,Birmingham,average,average,5,7,7.71,10.14,3.43,6.14,A,-7,2.3,3.25,3.2,H
3/10/2009,Hull,Wigan,poor,good,9,5,8.86,13.57,5.43,6.57,A,-4,2.88,3.3,2.5,H
3/10/2009,Man United,Sunderland,good,good,1,4,17.29,9.43,10.57,6.29,H,8,1.2,6.5,15,D
3/10/2009,Wolves,Portsmouth,average,poor,9,12,14.0,14.14,7.57,7.57,H,5,2,3.4,3.8,A
4/10/2009,Arsenal,Blackburn,good,good,6,9,16.5,14.83,8.67,7.33,H,13,1.2,6.5,15,H
4/10/2009,Chelsea,Liverpool,good,good,2,4,20.29,19.86,10.71,12.43,A,-4,2.1,3.3,3.6,H
4/10/2009,Everton,Stoke,good,poor,7,8,14.5,8.57,9.17,3.86,H,4,1.57,4,6,D
4/10/2009,West Ham,Fulham,poor,average,12,11,12.67,9.0,7.33,4.67,D,1,2.2,3.25,3.4,D
5/10/2009,Aston Villa,Man City,good,good,6,4,9.33,12.67,4.67,8.0,D,-3,2.75,3.25,2.63,D
17/10/09,Arsenal,Birmingham,good,average,4,10,17.57,10.13,10.0,6.13,H,12,1.17,7,19,H
17/10/09,Aston Villa,Chelsea,average,good,6,1,9.71,19.25,4.86,10.38,D,-3,4.5,3.6,1.8,H
17/10/09,Everton,Wolves,good,average,8,11,15.86,13.63,10.29,7.25,H,9,1.44,4.2,6.5,D
17/10/09,Man United,Bolton,good,good,2,10,17.25,12.29,10.38,6.0,H,11,1.2,5.5,13,H
17/10/09,Portsmouth,Tottenham,average,average,13,4,13.88,15.88,7.63,9.88,A,-9,4.5,3.5,1.83,A
17/10/09,Stoke,West Ham,average,poor,10,13,8.5,13.71,4.13,7.71,D,3,2.1,3.3,3.6,H
17/10/09,Sunderland,Liverpool,average,good,7,6,8.75,18.88,5.88,11.25,D,-3,4.2,3.4,1.91,H
18/10/09,Blackburn,Burnley,average,good,11,7,13.71,8.63,7.29,4.63,D,3,1.73,3.6,5,H
18/10/09,Wigan,Man City,average,average,10,5,13.5,12.14,6.38,7.86,A,-13,5,3.6,1.73,D
19/10/09,Fulham,Hull,poor,average,12,12,9.14,9.13,4.86,5.5,D,2,1.67,3.6,5.5,H
24/10/09,Birmingham,Sunderland,poor,good,12,6,9.33,9.22,5.67,6.0,A,-9,2.9,3.25,2.5,H
24/10/09,Burnley,Wigan,average,average,8,10,8.67,13.44,4.67,6.44,A,-7,2.5,3.3,2.88,A
24/10/09,Chelsea,Blackburn,average,good,2,11,19.44,13.5,10.67,7.13,H,9,1.2,6.5,15,H
24/10/09,Hull,Portsmouth,average,average,13,15,8.67,14.89,5.11,8.22,A,-5,2.6,3.2,2.8,D
24/10/09,Tottenham,Stoke,good,average,3,9,15.11,8.78,9.22,4.11,D,3,1.44,4.33,7.5,A
24/10/09,Wolves,Aston Villa,poor,average,12,6,13.44,9.38,7.11,4.88,A,-10,3.5,3.2,2.2,D
25/10/09,Bolton,Everton,average,good,13,10,12.63,15.5,6.13,9.63,A,-4,2.63,3.25,2.75,H
25/10/09,Liverpool,Man United,average,good,7,2,18.44,16.78,10.67,10.0,D,1,3,3.25,2.4,H
25/10/09,Man City,Fulham,good,average,5,11,11.25,10.13,7.38,5.63,H,5,1.44,4.2,8,D
25/10/09,West Ham,Arsenal,poor,good,14,4,13.5,17.88,8.13,10.25,A,-13,7,4.2,1.5,D
31/10/09,Arsenal,Tottenham,good,average,3,3,17.56,15.8,10.22,9.5,H,9,1.57,4,6,H
31/10/09,Bolton,Chelsea,average,good,10,1,12.56,20.1,6.33,11.1,A,-6,9,4.33,1.4,A
31/10/09,Burnley,Hull,average,average,9,13,9.0,8.5,5.1,4.9,D,1,1.91,3.4,4.2,H
31/10/09,Everton,Aston Villa,average,good,9,5,15.67,9.67,9.89,5.22,D,-1,2.5,3.25,2.88,D
31/10/09,Fulham,Liverpool,good,average,9,4,10.22,17.7,5.56,10.2,A,-8,4.2,3.4,1.91,H
31/10/09,Man United,Blackburn,average,average,2,11,15.8,12.56,9.5,6.56,H,12,1.17,7,19,H
31/10/09,Portsmouth,Wigan,average,average,16,9,14.2,13.4,7.6,6.6,A,-4,2.38,3.3,3,H
31/10/09,Stoke,Wolves,good,average,7,13,8.7,12.9,3.9,6.8,H,4,1.91,3.4,4.2,D
31/10/09,Sunderland,West Ham,average,average,6,15,9.7,13.67,6.0,8.22,H,9,2,3.3,4,D
1/11/2009,Birmingham,Man City,average,average,13,5,10.3,12.22,6.4,7.33,A,-6,4.33,3.6,1.83,D
4/11/2009,West Ham,Aston Villa,average,good,15,5,13.8,10.0,8.3,5.5,A,-6,2.75,3.3,2.63,H
7/11/2009,Aston Villa,Bolton,average,average,5,12,10.27,12.8,5.91,6.3,D,2,1.8,3.5,4.75,H
7/11/2009,Blackburn,Portsmouth,average,average,14,16,11.5,14.82,6.0,7.91,A,-13,2.1,3.4,3.6,H
7/11/2009,Man City,Burnley,average,average,5,9,12.4,9.18,7.2,5.09,H,4,1.33,4.75,11,D
7/11/2009,Tottenham,Sunderland,average,average,6,8,15.0,10.36,9.09,6.09,D,-2,1.57,3.75,6.5,H
7/11/2009,Wolves,Arsenal,average,good,13,3,12.73,17.6,6.82,10.4,A,-17,9,4.75,1.36,A
8/11/2009,Chelsea,Man United,good,good,1,2,20.73,16.18,11.64,9.64,H,7,2,3.25,4,H
8/11/2009,Hull,Stoke,poor,good,14,8,8.45,8.82,5.0,4.0,A,-9,2.75,3.3,2.6,H
8/11/2009,West Ham,Everton,good,average,13,11,13.82,15.0,8.18,9.3,A,-5,2.4,3.3,3,A
8/11/2009,Wigan,Fulham,average,good,11,10,12.91,10.2,6.27,5.6,A,-7,2.25,3.2,3.4,D
9/11/2009,Liverpool,Birmingham,average,average,6,12,16.64,10.0,9.55,6.18,H,5,1.36,4.5,10,D
21/11/09,Birmingham,Fulham,good,good,12,9,9.58,9.91,5.83,5.36,A,-6,2.5,3.2,2.9,H
21/11/09,Burnley,Aston Villa,average,average,8,4,8.92,11.0,5.0,6.5,A,-9,3.4,3.3,2.2,D
21/11/09,Chelsea,Wolves,good,average,1,12,20.0,12.33,11.42,6.75,H,16,1.17,7,19,H
21/11/09,Hull,West Ham,average,average,11,12,9.08,14.0,5.25,8.08,A,-6,2.88,3.25,2.5,D
21/11/09,Liverpool,Man City,average,average,5,4,17.5,12.45,9.92,7.27,D,0,1.91,3.4,4.2,D
21/11/09,Man United,Everton,average,average,2,8,16.58,14.45,9.67,9.0,D,1,1.4,4.5,9,H
21/11/09,Sunderland,Arsenal,poor,good,7,3,10.67,17.0,6.08,10.0,A,-12,6,3.75,1.62,H
